_action_text,_bill,_date,_id,_time,_type
Referred to the House Committee on Financial Services.,hr1876-116,2019-03-26,1,,IntroReferral
Mr. Foster moved to suspend the rules and pass the bill.,hr1876-116,2019-04-30,2,,Floor
Considered under suspension of the rules. (consideration: CR H3314-3316),hr1876-116,2019-04-30,3,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1876.,hr1876-116,2019-04-30,4,,Floor
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1876-116,2019-04-30,5,,Floor
Considered as unfinished business. (consideration: CR H3321-3322),hr1876-116,2019-04-30,6,,Floor
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 392 - 20 (Roll no. 170). (text: CR H3314-3315),hr1876-116,2019-04-30,7,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1876-116,2019-04-30,8,,Floor
"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",hr1876-116,2019-05-01,9,,IntroReferral
Referred to the House Committee on Foreign Affairs.,hr1877-116,2019-03-26,1,,IntroReferral
"Referred to the Subcommittee on Africa, Global Health, Global Human Rights, and International Organizations.",hr1877-116,2019-04-02,2,,Committee
Referred to the House Committee on Education and Labor.,hr1878-116,2019-03-26,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1879-116,2019-03-26,1,,IntroReferral
"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1880-116,2019-03-26,1,,IntroReferral
Referred to the House Committee on Foreign Affairs.,hr1881-116,2019-03-26,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1882-116,2019-03-26,1,,Committee
"Referred to the Committee on Education and Labor, and in addition to the Committees on the Judiciary, Financial Services, Ways and Means, Energy and Commerce, and Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1882-116,2019-03-26,2,,IntroReferral
Referred to the.,hr1882-116,2019-03-26,3,,Committee
"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",hr1882-116,2019-03-27,4,,Committee
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1882-116,2019-05-03,5,,Committee
"Referred to the Committee on Natural Resources, and in addition to the Committee on Oversight and Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1883-116,2019-03-26,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1883-116,2019-04-16,2,,Committee
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1884-116,2019-03-26,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1884-116,2019-03-26,2,,Committee
"Referred to the Committee on the Judiciary, and in addition to the Committee on Oversight and Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1885-116,2019-03-26,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1885-116,2019-05-03,2,,Committee
Referred to the House Committee on Education and Labor.,hr1886-116,2019-03-26,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1887-116,2019-03-26,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1888-116,2019-03-26,1,,IntroReferral
"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1889-116,2019-03-26,1,,IntroReferral
Referred to the House Committee on Transportation and Infrastructure.,hr1890-116,2019-03-26,1,,IntroReferral
Referred to the Subcommittee on Highways and Transit.,hr1890-116,2019-03-27,2,,Committee
"Referred to the Committee on Natural Resources, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1891-116,2019-03-26,1,,IntroReferral
Referred to the Subcommittee on Readiness.,hr1891-116,2019-03-27,2,,Committee
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1891-116,2019-04-11,3,,Committee
Referred to the House Committee on Homeland Security.,hr1892-116,2019-03-26,1,,IntroReferral
"Referred to the Subcommittee on Oversight, Management, and Accountability.",hr1892-116,2019-04-08,2,,Committee
Considered under suspension of the rules. (consideration: CR H3761-3762),hr1892-116,2019-05-14,3,,Floor
Ms. Torres Small (NM) moved to suspend the rules and pass the bill.,hr1892-116,2019-05-14,4,,Floor
Considered under suspension of the rules. (consideration: CR H3761-3762; text: CR H3761),hr1892-116,2019-05-14,5,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1892.,hr1892-116,2019-05-14,6,,Floor
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1892-116,2019-05-14,7,,Floor
Considered as unfinished business. (consideration: CR H3825-3826),hr1892-116,2019-05-15,8,,Floor
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 415 - 0 (Roll no. 209). (text: CR 5/14/2019 H3761),hr1892-116,2019-05-15,9,,Floor
Considered as unfinished business.,hr1892-116,2019-05-15,10,,Floor
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 415 - 0 (Roll no. 209).,hr1892-116,2019-05-15,11,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1892-116,2019-05-15,12,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1892-116,2019-05-16,13,,IntroReferral
"Referred to the Committee on the Judiciary, and in addition to the Committees on Energy and Commerce, Financial Services, Agriculture, Natural Resources, Oversight and Reform, House Administration, Armed Services, Education and Labor, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1893-116,2019-03-26,1,,IntroReferral
Referred to the Subcommittee for Indigenous Peoples of the United States.,hr1893-116,2019-03-28,2,,Committee
Referred to the Subcommittee on Indigenous Peoples of the United States.,hr1893-116,2019-03-28,3,,Committee
"Referred to the Subcommittee on Nutrition, Oversight, and Department Operations.",hr1893-116,2019-04-03,4,,Committee
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1893-116,2019-04-08,5,,Committee
Referred to the House Committee on the Judiciary.,hr1894-116,2019-03-26,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1894-116,2019-04-08,2,,Committee
"Referred to the Committee on the Judiciary, and in addition to the Committees on Energy and Commerce, Ways and Means, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1895-116,2019-03-27,1,,IntroReferral
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",hr1895-116,2019-05-03,2,,Committee
Referred to the House Committee on Education and Labor.,hr1896-116,2019-03-27,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1897-116,2019-03-27,1,,IntroReferral
"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Financial Services, and Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1898-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Livestock and Foreign Agriculture.,hr1898-116,2019-04-26,2,,Committee
Referred to the House Committee on Education and Labor.,hr1899-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1900-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee for Indigenous Peoples of the United States.,hr1900-116,2019-04-11,2,,Committee
"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1901-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1901-116,2019-03-27,2,,Committee
Referred to the House Committee on Ways and Means.,hr1902-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1903-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1904-116,2019-03-27,1,,IntroReferral
Committee Hearings Held.,hr1904-116,2019-04-04,2,,Committee
Referred to the House Committee on Ways and Means.,hr1905-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1906-116,2019-03-27,1,,IntroReferral
"Referred to the Committee on Education and Labor, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1907-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Financial Services.,hr1908-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Financial Services.,hr1909-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Financial Services.,hr1910-116,2019-03-27,1,,IntroReferral
"Referred to the Committee on Armed Services, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1911-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Military Personnel.,hr1911-116,2019-03-28,2,,Committee
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,hr1911-116,2019-04-29,3,,Committee
Referred to the House Committee on Homeland Security.,hr1912-116,2019-03-27,1,,IntroReferral
"Referred to the Subcommittee on Oversight, Management, and Accountability.",hr1912-116,2019-04-08,2,,Committee
Ms. Torres Small (NM) moved to suspend the rules and pass the bill.,hr1912-116,2019-05-14,3,,Floor
Considered under suspension of the rules. (consideration: CR H3759-3761),hr1912-116,2019-05-14,4,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1912.,hr1912-116,2019-05-14,5,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H3759-3760),hr1912-116,2019-05-14,6,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1912-116,2019-05-14,7,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1912-116,2019-05-15,8,,IntroReferral
Referred to the House Committee on Veterans' Affairs.,hr1913-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Economic Opportunity.,hr1913-116,2019-04-29,2,,Committee
Referred to the House Committee on Transportation and Infrastructure.,hr1914-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Highways and Transit.,hr1914-116,2019-03-28,2,,Committee
Referred to the House Committee on Education and Labor.,hr1915-116,2019-03-27,1,,IntroReferral
"Referred to the Committee on Education and Labor, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1916-116,2019-03-27,1,,IntroReferral
"Referred to the Committee on Oversight and Reform, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1917-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Veterans' Affairs.,hr1918-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1918-116,2019-04-29,2,,Committee
Referred to the House Committee on Agriculture.,hr1919-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Livestock and Foreign Agriculture.,hr1919-116,2019-08-09,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1920-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Environment.,hr1921-116,2019-03-27,1,,Committee
"Referred to the House Committee on Science, Space, and Technology.",hr1921-116,2019-03-27,2,,IntroReferral
Subcommittee Consideration and Mark-up Session Held.,hr1921-116,2019-04-09,3,,Committee
Forwarded by Subcommittee to Full Committee (Amended) by Voice Vote .,hr1921-116,2019-04-09,4,,Committee
Considered under suspension of the rules. (consideration: CR H4327-4329),hr1921-116,2019-06-05,5,,Floor
Considered as unfinished business. (consideration: CR H4331-4331),hr1921-116,2019-06-05,6,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 395 - 22 (Roll no. 241). (text: CR H4327)",hr1921-116,2019-06-05,7,,Floor
"Ms. Johnson (TX) moved to suspend the rules and pass the bill, as amended.",hr1921-116,2019-06-05,8,,Floor
Considered under suspension of the rules.,hr1921-116,2019-06-05,9,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1921.,hr1921-116,2019-06-05,10,,Floor
DEBATE - The House continued debate on H.R. 1921.,hr1921-116,2019-06-05,11,,Floor
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1921-116,2019-06-05,12,,Floor
Considered as unfinished business.,hr1921-116,2019-06-05,13,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 395 - 22 (Roll no. 241).",hr1921-116,2019-06-05,14,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1921-116,2019-06-05,15,,Floor
"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",hr1921-116,2019-06-10,16,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1922-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1922-116,2019-03-27,2,,Committee
Referred to the House Committee on Financial Services.,hr1923-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Veterans' Affairs.,hr1924-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1924-116,2019-04-29,2,,Committee
Referred to the House Committee on Veterans' Affairs.,hr1925-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1925-116,2019-04-29,2,,Committee
Referred to the House Committee on the Judiciary.,hr1926-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1926-116,2019-05-03,2,,Committee
Referred to the House Committee on the Judiciary.,hr1927-116,2019-03-27,1,,IntroReferral
"Referred to the Subcommittee on Antitrust, Commercial, and Administrative Law.",hr1927-116,2019-05-03,2,,Committee
Referred to the House Committee on the Judiciary.,hr1928-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1928-116,2019-05-03,2,,Committee
Referred to the House Committee on Ways and Means.,hr1929-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1930-116,2019-03-27,1,,IntroReferral
"Referred to the Committee on the Judiciary, and in addition to the Committees on Homeland Security, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1931-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee on Military Personnel.,hr1931-116,2019-03-28,2,,Committee
Referred to the Subcommittee on Intelligence and Counterterrorism.,hr1931-116,2019-05-01,3,,Committee
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1931-116,2019-05-03,4,,Committee
Referred to the House Committee on Ways and Means.,hr1932-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1933-116,2019-03-27,1,,IntroReferral
"Referred to the Subcommittee on Antitrust, Commercial, and Administrative Law.",hr1933-116,2019-05-03,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1934-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1935-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1936-116,2019-03-27,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1936-116,2019-04-17,2,,Committee
"Referred to the Committee on Natural Resources, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1937-116,2019-03-27,1,,IntroReferral
Referred to the Subcommittee for Indigenous Peoples of the United States.,hr1937-116,2019-04-16,2,,Committee
Referred to the Subcommittee on Indigenous Peoples of the United States.,hr1937-116,2019-04-16,3,,Committee
Referred to the House Committee on Ways and Means.,hr1938-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1939-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1940-116,2019-03-27,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1941-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Energy and Mineral Resources.,hr1941-116,2019-03-28,2,,Committee
Subcommittee Hearings Held.,hr1941-116,2019-04-02,3,,Committee
Referred to the Subcommittee on Energy and Mineral Resources.,hr1941-116,2019-04-17,4,,Committee
Subcommittee on Energy and Mineral Resources Discharged.,hr1941-116,2019-06-19,5,,Committee
Committee Consideration and Mark-up Session Held.,hr1941-116,2019-06-19,6,,Committee
Ordered to be Reported by the Yeas and Nays: 22 - 12.,hr1941-116,2019-06-19,7,,Committee
Reported by the Committee on Natural Resources. H. Rept. 116-157.,hr1941-116,2019-07-16,8,,Committee
"Placed on the Union Calendar, Calendar No. 117.",hr1941-116,2019-07-16,9,,Calendars
"Rules Committee Resolution H. Res. 548 Reported to House. Providing for consideration of H.R. 205, H.R. 1146, and H.R. 1941.",hr1941-116,2019-09-09,10,,Floor
Rule H. Res. 548 passed House.,hr1941-116,2019-09-10,11,,Floor
Considered under the provisions of rule H. Res. 548.,hr1941-116,2019-09-11,12,,Floor
"Providing for consideration of H.R. 205, H.R. 1146, and H.R. 1941.",hr1941-116,2019-09-11,13,,Floor
House resolved itself into the Committee of the Whole House on the state of the Union pursuant to H. Res. 548 and Rule XVIII.,hr1941-116,2019-09-11,14,,Floor
The Speaker designated the Honorable Henry Cuellar to act as Chairman of the Committee.,hr1941-116,2019-09-11,15,,Floor
GENERAL DEBATE - The Committee of the Whole proceeded with one hour of general debate on H.R. 1941.,hr1941-116,2019-09-11,16,,Floor
"DEBATE - Pursuant to the provisions of H.Res. 548, the Committee of the Whole proceeded with 10 minutes of debate on the McClintock amendment No. 1.",hr1941-116,2019-09-11,17,,Floor
"DEBATE - Pursuant to the provisions of H.Res. 548, the Committee of the Whole proceeded with 10 minutes of debate on the Gosar amendment No. 2.",hr1941-116,2019-09-11,18,,Floor
"DEBATE - Pursuant to the provisions of H.Res. 548, the Committee of the Whole proceeded with 10 minutes of debate on the Lesko amendment No. 3.",hr1941-116,2019-09-11,19,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 548, the Committee of the Whole proceeded with 10 minutes of debate on the Langevin amendment No. 4.",hr1941-116,2019-09-11,20,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 548, the Committee of the Whole proceeded with 10 minutes of debate on the Rouda amendment No. 5.",hr1941-116,2019-09-11,21,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 548, the Committee of the Whole proceeded with 10 minutes of debate on the Levin (MI) amendment No. 6.",hr1941-116,2019-09-11,22,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 548, the Committee of the Whole proceeded with 10 minutes of debate on the Gosar amendment No. 7.",hr1941-116,2019-09-11,23,,Floor
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Gosar amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Gosar demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",hr1941-116,2019-09-11,24,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 548, the Committee of the Whole proceeded with 10 minutes of debate on the Rouda amendment No. 8.",hr1941-116,2019-09-11,25,,Floor
Mr. Lowenthal moved that the Committe rise.,hr1941-116,2019-09-11,26,,Floor
On motion that the Committe rise Agreed to by voice vote.,hr1941-116,2019-09-11,27,,Floor
Committee of the Whole House on the state of the Union rises leaving H.R. 1941 as unfinished business.,hr1941-116,2019-09-11,28,,Floor
Considered as unfinished business.,hr1941-116,2019-09-11,29,,Floor
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr1941-116,2019-09-11,30,,Floor
The House rose from the Committee of the Whole House on the state of the Union to report H.R. 1941.,hr1941-116,2019-09-11,31,,Floor
The previous question was ordered pursuant to the rule.,hr1941-116,2019-09-11,32,,Floor
Mr. Graves (LA) moved to recommit with instructions to the Committee on Natural Resources.,hr1941-116,2019-09-11,33,,Floor
DEBATE - The House proceeded with 10 minutes of debate on the Graves (LA) motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to add a new section to the bill that Section 2 of this Act shall take effect on the date the President certifies that the enactment of this Act will not increase the national average price of gasoline.,hr1941-116,2019-09-11,34,,Floor
The previous question on the motion to recommit with instructions was ordered without objection.,hr1941-116,2019-09-11,35,,Floor
On motion to recommit with instructions Failed by the Yeas and Nays: 194 - 233 (Roll no. 524).,hr1941-116,2019-09-11,36,,Floor
On passage Passed by the Yeas and Nays: 238 - 189 (Roll no. 525).,hr1941-116,2019-09-11,37,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1941-116,2019-09-11,38,,Floor
Considered under the provisions of rule H. Res. 548. (consideration: CR H7606-7622; text: CR H7615),hr1941-116,2019-09-11,39,,Floor
Considered as unfinished business. (consideration: CR H7634-7638),hr1941-116,2019-09-11,40,,Floor
Mr. Graves (LA) moved to recommit with instructions to the Committee on Natural Resources. (text: CR H7636),hr1941-116,2019-09-11,41,,Floor
Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,hr1941-116,2019-09-12,42,,IntroReferral
"Referred to the Committee on the Judiciary, and in addition to the Committee on Intelligence (Permanent Select), for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1942-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1942-116,2019-05-03,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1943-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1943-116,2019-03-29,2,,Committee
Subcommittee Hearings Held.,hr1943-116,2019-06-04,3,,Committee
Referred to the House Committee on Veterans' Affairs.,hr1944-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1944-116,2019-04-29,2,,Committee
"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1945-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on House Administration, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1946-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Veterans' Affairs.,hr1947-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1947-116,2019-04-29,2,,Committee
Committee Consideration and Mark-up Session Held.,hr1947-116,2019-05-08,3,,Committee
Ordered to be Reported (Amended) by Voice Vote.,hr1947-116,2019-05-08,4,,Committee
Reported (Amended) by the Committee on Veterans' Affairs. H. Rept. 116-76.,hr1947-116,2019-05-20,5,,Committee
"Placed on the Union Calendar, Calendar No. 52.",hr1947-116,2019-05-20,6,,Calendars
Considered under suspension of the rules. (consideration: CR H4048-4051),hr1947-116,2019-05-21,7,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H4048-4049)",hr1947-116,2019-05-21,8,,Floor
"Mr. Takano moved to suspend the rules and pass the bill, as amended.",hr1947-116,2019-05-21,9,,Floor
Considered under suspension of the rules.,hr1947-116,2019-05-21,10,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1947.,hr1947-116,2019-05-21,11,,Floor
"PERMISSION TO FILE SUPPLEMENTAL - Mr. Takano asked unanimous consent that Committee on the Veterans' Affairs be authorized to file a supplemental report on the bill, H.R. 1947. Agreed to without objection.",hr1947-116,2019-05-21,12,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1947-116,2019-05-21,13,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1947-116,2019-05-21,14,,Floor
The title of the measure was amended. Agreed to without objection.,hr1947-116,2019-05-21,15,,Floor
"Supplemental report filed by the Committee on Veterans' Affairs, H. Rept. 116-76, Part II.",hr1947-116,2019-05-21,16,,Committee
Received in the Senate.,hr1947-116,2019-05-22,17,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1948-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1948-116,2019-03-28,2,,Committee
Referred to the.,hr1948-116,2019-03-28,3,,Committee
Referred to the House Committee on the Judiciary.,hr1949-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1949-116,2019-05-03,2,,Committee
Referred to the House Committee on the Judiciary.,hr1950-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1950-116,2019-05-03,2,,Committee
Referred to the House Committee on the Judiciary.,hr1951-116,2019-03-28,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1951-116,2019-05-03,2,,Committee
Referred to the House Committee on Foreign Affairs.,hr1952-116,2019-03-28,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1952-116,2019-04-09,2,,Committee
Ordered to be Reported (Amended) by Voice Vote.,hr1952-116,2019-04-09,3,,Committee
Committee Agreed to Seek Consideration Under Suspension of the Rules.,hr1952-116,2019-04-09,4,,Committee
"Mr. Castro (TX) moved to suspend the rules and pass the bill, as amended.",hr1952-116,2019-05-20,5,,Floor
Considered under suspension of the rules.,hr1952-116,2019-05-20,6,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1952.,hr1952-116,2019-05-20,7,,Floor
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1952-116,2019-05-20,8,,Floor
Considered as unfinished business.,hr1952-116,2019-05-20,9,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 397 - 0 (Roll no. 218).",hr1952-116,2019-05-20,10,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1952-116,2019-05-20,11,,Floor
Considered under suspension of the rules. (consideration: CR H3973-3975),hr1952-116,2019-05-20,12,,Floor
Considered as unfinished business. (consideration: CR H3995),hr1952-116,2019-05-20,13,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 397 - 0 (Roll no. 218). (text: CR H3973)",hr1952-116,2019-05-20,14,,Floor
Received in the Senate and Read twice and referred to the Committee on Foreign Relations.,hr1952-116,2019-05-21,15,,IntroReferral
"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1953-116,2019-03-28,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1954-116,2019-03-28,1,,IntroReferral
"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1955-116,2019-03-28,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1955-116,2019-03-28,2,,Committee
Referred to the.,hr1955-116,2019-03-28,3,,Committee
Referred to the House Committee on Education and Labor.,hr1956-116,2019-03-28,1,,IntroReferral
