"bill","date","status","status.prev"
"hr2162-116",2019-07-09,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2162-116",2019-07-10,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2163-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2164-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2164-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2165-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2166-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2166-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2167-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2167-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2168-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2169-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2170-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2170-116",2019-04-09,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2171-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2171-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2172-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2173-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2173-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2174-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2174-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2175-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2175-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2176-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2177-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2178-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2178-116",2019-04-09,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2179-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2179-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2180-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2181-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2181-116",2019-04-24,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2181-116",2019-10-04,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr2182-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2183-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2183-116",2019-04-09,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2184-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2184-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2185-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2185-116",2019-04-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2186-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2187-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2187-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2188-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2189-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2189-116",2019-04-23,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2190-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2191-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2191-116",2019-04-30,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2192-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2193-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2194-116",2019-04-09,"A. INTRODUCTION IN HOUSE",NA
"hr2195-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2195-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2196-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2196-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2196-116",2019-06-18,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr2196-116",2019-06-24,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr2196-116",2019-06-24,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2196-116",2019-06-25,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2196-116",2019-07-25,"G. SENATE COMMITTEE CONSIDERATION","F. REFERRED TO SENATE"
"hr2196-116",2019-07-25,"J. PASSED SENATE VOTE","G. SENATE COMMITTEE CONSIDERATION"
"hr2196-116",2019-07-25,"K. RESOLVING DIFFERENCES","J. PASSED SENATE VOTE"
"hr2196-116",2019-07-30,"L. TO PRESIDENT","K. RESOLVING DIFFERENCES"
"hr2197-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2197-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2198-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2199-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2199-116",2019-04-23,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2200-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2200-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2201-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2201-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2202-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2203-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2203-116",2019-04-23,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2203-116",2019-07-19,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr2203-116",2019-09-25,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr2203-116",2019-09-25,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2203-116",2019-09-26,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2204-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2205-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2205-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2206-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2206-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2207-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2208-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2208-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2209-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2209-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2210-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2211-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2211-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2211-116",2019-09-16,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr2211-116",2019-09-17,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr2211-116",2019-09-17,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2211-116",2019-09-18,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2212-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2213-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2214-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2214-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2215-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2215-116",2019-04-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2216-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2217-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2217-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2218-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2218-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2219-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2219-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2220-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2220-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2221-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2221-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2222-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2223-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2223-116",2019-05-02,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2224-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2224-116",2019-05-02,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2225-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2226-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2226-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2227-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2227-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2228-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2228-116",2019-05-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2229-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2229-116",2019-06-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2229-116",2019-09-24,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr2229-116",2019-09-24,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2229-116",2019-09-25,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2230-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2230-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2231-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2232-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2232-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2233-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2233-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2234-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2235-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2235-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2236-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2236-116",2019-04-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2237-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2237-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2238-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2239-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2239-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2240-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2240-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2241-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2242-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2242-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2243-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2243-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2244-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2245-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2245-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2246-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2247-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2247-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2248-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2249-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2249-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2250-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2250-116",2019-04-24,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2251-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2251-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2252-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2252-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2253-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2253-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2254-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2254-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2255-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2255-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2256-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2257-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2257-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2258-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2259-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2260-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2260-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2261-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2261-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2262-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2263-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2264-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2264-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2265-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2266-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2267-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2268-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2269-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2270-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2271-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2272-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2273-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2274-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2274-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2275-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2276-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2276-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2277-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2278-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2278-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2279-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2280-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2281-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2281-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2282-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2282-116",2019-04-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2283-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2284-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2285-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2285-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2286-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2286-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2287-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2287-116",2019-04-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2288-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2288-116",2019-04-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2289-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2289-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2290-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2290-116",2019-09-19,"D. HOUSE DEBATE","A. INTRODUCTION IN HOUSE"
"hr2290-116",2019-09-19,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2290-116",2019-09-23,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2291-116",2019-04-10,"A. INTRODUCTION IN HOUSE",NA
"hr2292-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2293-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2293-116",2019-04-12,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2294-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2295-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2296-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2296-116",2019-04-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2296-116",2019-09-24,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr2297-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2298-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2298-116",2019-04-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2299-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2300-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2300-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2301-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2302-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2302-116",2019-04-12,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2303-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2303-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2304-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2305-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2306-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2307-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2308-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2308-116",2019-05-02,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2309-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2310-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2310-116",2019-04-12,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2311-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2312-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2313-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2314-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2315-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2316-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2317-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2317-116",2019-05-01,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2318-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2319-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2319-116",2019-05-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2320-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2321-116",2019-04-12,"A. INTRODUCTION IN HOUSE",NA
"hr2322-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2323-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2324-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2325-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2325-116",2019-06-12,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2325-116",2019-07-17,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr2325-116",2019-07-17,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2325-116",2019-07-18,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2326-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2326-116",2019-04-16,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2326-116",2019-05-20,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr2326-116",2019-05-21,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr2326-116",2019-05-21,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2326-116",2019-05-22,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2327-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2327-116",2019-06-20,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2327-116",2019-09-24,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr2327-116",2019-09-24,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2327-116",2019-09-25,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2328-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2328-116",2019-04-16,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2329-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2329-116",2019-05-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2330-116",2019-04-15,"A. INTRODUCTION IN HOUSE",NA
"hr2330-116",2019-04-16,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2331-116",2019-04-18,"A. INTRODUCTION IN HOUSE",NA
"hr2331-116",2019-06-13,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2331-116",2019-06-13,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr2331-116",2019-07-15,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr2331-116",2019-07-15,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2331-116",2019-07-16,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2332-116",2019-04-18,"A. INTRODUCTION IN HOUSE",NA
"hr2333-116",2019-04-18,"A. INTRODUCTION IN HOUSE",NA
"hr2333-116",2019-04-30,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr2333-116",2019-05-17,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr2333-116",2019-05-21,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr2333-116",2019-05-21,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr2333-116",2019-05-22,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr2334-116",2019-04-18,"A. INTRODUCTION IN HOUSE",NA
"hr2334-116",2019-05-02,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
