"bill","date","status","status.prev"
"s1224-116",2019-06-28,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1225-116",2019-04-29,"A. INTRODUCTION IN SENATE",NA
"s1226-116",2019-04-29,"A. INTRODUCTION IN SENATE",NA
"s1227-116",2019-04-29,"A. INTRODUCTION IN SENATE",NA
"s1227-116",2019-06-27,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1227-116",2019-06-28,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1228-116",2019-04-29,"A. INTRODUCTION IN SENATE",NA
"s1228-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1229-116",2019-04-29,"A. INTRODUCTION IN SENATE",NA
"s1230-116",2019-04-29,"A. INTRODUCTION IN SENATE",NA
"s1231-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1231-116",2019-05-09,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1231-116",2019-05-09,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1231-116",2019-05-14,"E. PASSED SENATE VOTE","C. ON SENATE CALENDAR"
"s1231-116",2019-05-15,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1232-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1233-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1234-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1234-116",2019-06-27,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1235-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1235-116",2019-06-04,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1235-116",2019-06-04,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s1235-116",2019-06-05,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1236-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1237-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1238-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1239-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1240-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1241-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1242-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1243-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1244-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1245-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1245-116",2019-07-16,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1245-116",2019-09-25,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1246-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1247-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1248-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1249-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1250-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1251-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1252-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1253-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1254-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1255-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1256-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1257-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1258-116",2019-04-30,"A. INTRODUCTION IN SENATE",NA
"s1259-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1260-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1261-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1262-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1262-116",2019-05-14,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1263-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1264-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1265-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1266-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1267-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1268-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1269-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1270-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1271-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1272-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1272-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1272-116",2019-06-19,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1272-116",2019-07-30,"E. PASSED SENATE VOTE","C. ON SENATE CALENDAR"
"s1272-116",2019-07-31,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1273-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1273-116",2019-07-18,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1273-116",2019-09-12,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1274-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1275-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1275-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1275-116",2019-06-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1275-116",2019-07-25,"E. PASSED SENATE VOTE","C. ON SENATE CALENDAR"
"s1275-116",2019-07-29,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1276-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1277-116",2019-05-01,"A. INTRODUCTION IN SENATE",NA
"s1278-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1279-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1280-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1281-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1282-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1283-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1284-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1285-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1286-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1286-116",2019-07-16,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1286-116",2019-08-16,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1287-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1288-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1289-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1289-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1289-116",2019-06-05,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s1289-116",2019-06-10,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1290-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1291-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1292-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1293-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1294-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1294-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1295-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1296-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1297-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1298-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1299-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1300-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1301-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1302-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1303-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1304-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1305-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1305-116",2019-06-26,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1306-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1307-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1308-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1309-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1309-116",2019-06-25,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1309-116",2019-07-11,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1310-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1311-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1312-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1313-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1314-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1315-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1316-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1317-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1317-116",2019-05-14,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1318-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1319-116",2019-05-02,"A. INTRODUCTION IN SENATE",NA
"s1320-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1321-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1321-116",2019-05-16,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1321-116",2019-05-22,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1321-116",2019-07-17,"E. PASSED SENATE VOTE","C. ON SENATE CALENDAR"
"s1321-116",2019-07-18,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1321-116",2019-07-30,"G. HOUSE COMMITTEE CONSIDERATION","F. REFERRED TO HOUSE"
"s1322-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1323-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1324-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1325-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1326-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1327-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1328-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1328-116",2019-05-16,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1328-116",2019-05-22,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1328-116",2019-06-03,"E. PASSED SENATE VOTE","C. ON SENATE CALENDAR"
"s1328-116",2019-06-04,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1328-116",2019-06-26,"G. HOUSE COMMITTEE CONSIDERATION","F. REFERRED TO HOUSE"
"s1329-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1330-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1331-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1332-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1332-116",2019-05-07,"C. ON SENATE CALENDAR","A. INTRODUCTION IN SENATE"
"s1332-116",2019-05-23,"D. SENATE DEBATE","C. ON SENATE CALENDAR"
"s1333-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1333-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1333-116",2019-06-25,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1334-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1335-116",2019-05-06,"A. INTRODUCTION IN SENATE",NA
"s1336-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1337-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1338-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1339-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1339-116",2019-05-22,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1340-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1340-116",2019-05-22,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1340-116",2019-06-03,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1340-116",2019-09-23,"E. PASSED SENATE VOTE","C. ON SENATE CALENDAR"
"s1340-116",2019-09-24,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1341-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1341-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1342-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1342-116",2019-07-10,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1343-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1344-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1345-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1345-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1345-116",2019-06-19,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1345-116",2019-09-11,"B. SENATE COMMITTEE CONSIDERATION","C. ON SENATE CALENDAR"
"s1346-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1347-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1348-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1349-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1349-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1350-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1351-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1352-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1353-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1354-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1355-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1356-116",2019-05-07,"A. INTRODUCTION IN SENATE",NA
"s1357-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1358-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1359-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1360-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1361-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1362-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1363-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1364-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1365-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1366-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1367-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1368-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1369-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1370-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1370-116",2019-05-21,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1370-116",2019-05-21,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s1371-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1372-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1373-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1374-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1375-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1376-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1377-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1378-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1378-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1378-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1379-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1379-116",2019-05-16,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1379-116",2019-05-16,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s1379-116",2019-05-20,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1379-116",2019-06-04,"I. HOUSE DEBATE","F. REFERRED TO HOUSE"
"s1379-116",2019-06-04,"J. PASSED HOUSE VOTE","I. HOUSE DEBATE"
"s1379-116",2019-06-13,"L. TO PRESIDENT","J. PASSED HOUSE VOTE"
"s1380-116",2019-05-08,"A. INTRODUCTION IN SENATE",NA
"s1381-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1382-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1383-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1384-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1385-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1386-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1387-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1388-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1388-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1388-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1389-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1390-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1391-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1392-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1393-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1394-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1395-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1396-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1397-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1398-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1399-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1400-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1401-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1402-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1403-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1404-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1405-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1406-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1407-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1408-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1409-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1409-116",2019-05-22,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1410-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1411-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1412-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1413-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1414-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1415-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1416-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1416-116",2019-06-27,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1416-116",2019-06-28,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1417-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1418-116",2019-05-09,"A. INTRODUCTION IN SENATE",NA
"s1419-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1419-116",2019-05-22,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1419-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1420-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1420-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1420-116",2019-07-15,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1421-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1422-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1423-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1424-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1425-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1426-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1427-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1427-116",2019-07-10,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1428-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1429-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1430-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1430-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1430-116",2019-07-15,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1431-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1432-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1433-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1434-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1434-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1434-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1435-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1436-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1436-116",2019-05-15,"F. REFERRED TO HOUSE","A. INTRODUCTION IN SENATE"
"s1436-116",2019-05-16,"J. PASSED HOUSE VOTE","F. REFERRED TO HOUSE"
"s1436-116",2019-05-31,"L. TO PRESIDENT","J. PASSED HOUSE VOTE"
"s1437-116",2019-05-13,"A. INTRODUCTION IN SENATE",NA
"s1438-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1439-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1439-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1440-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1441-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1441-116",2019-07-31,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1441-116",2019-07-31,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1442-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1443-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1444-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1445-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1446-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1447-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1448-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1449-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1450-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1451-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1452-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1453-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1454-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1455-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1456-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1457-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1458-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1459-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1460-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1461-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1462-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1463-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1464-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1465-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1466-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1467-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1468-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1469-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1470-116",2019-05-14,"A. INTRODUCTION IN SENATE",NA
"s1471-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1472-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1473-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1474-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1475-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1476-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1477-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1478-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1479-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1480-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1481-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1482-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1483-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1484-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1485-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1486-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1487-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1488-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
"s1489-116",2019-05-15,"A. INTRODUCTION IN SENATE",NA
