_id,_introduced,_official_title,_passed_house,_passed_senate,_session,_short_title,_top_subject,_type
hr1061-116,2019-01-07 00:02:00,"To modify the boundary of the Fort Scott National Historic Site in the State of Kansas, and for other purposes.",False,False,116,Fort Scott National Historic Site Boundary Modification Act,Public Lands and Natural Resources,hr
hr1062-116,2019-01-07 00:02:00,"To authorize the Secretary of Homeland Security to work with cybersecurity consortia for training, and for other purposes.",False,False,116,National Cybersecurity Preparedness Consortium Act of 2019,"Science, Technology, Communications",hr
hr1063-116,2019-01-07 00:02:00,"To amend title 44, United States Code, to require information on contributors to Presidential library fundraising organizations, and for other purposes.",True,False,116,Presidential Library Donation Reform Act of 2019,Government Operations and Politics,hr
hr1064-116,2019-01-07 00:02:00,"To amend title 5, United States Code, to allow whistleblowers to disclose information to certain recipients.",True,False,116,"To amend title 5, United States Code, to allow whistleblowers to disclose information to certain recipients.",Government Operations and Politics,hr
hr1065-116,2019-01-07 00:02:00,To provide for a study on the use of social media in security clearance investigations.,True,False,116,Social Media Use in Clearance Investigations Act of 2019,Government Operations and Politics,hr
hr1066-116,2019-01-07 00:02:00,"To amend the Richard B. Russell National School Lunch Act to require a school food authority to make publicly available any waiver of the Buy American requirement, and for other purposes.",False,False,116,American Food for American Schools Act of 2019,Agriculture and Food,hr
hr1067-116,2019-01-07 00:02:00,"To direct the Secretary of the Interior to convey certain Federal lands in San Bernardino County, California, to the San Bernardino Valley Water Conservation District, and to accept in return certain non-Federal lands, and for other purposes.",False,False,116,Santa Ana River Wash Plan Land Exchange Act,Public Lands and Natural Resources,hr
hr1068-116,2019-01-07 00:02:00,To amend the Internal Revenue Code of 1986 to ensure that the temporary refundable portion of the child tax credit is not less than the payroll taxes paid by the taxpayer.,False,False,116,Working Families Relief Act of 2019,Taxation,hr
hr1069-116,2019-01-07 00:02:00,To prohibit the Department of Health and Human Services from operating unlicensed temporary emergency shelters for unaccompanied alien children.,False,False,116,Shut Down Child Prison Camps Act,Immigration,hr
hr1070-116,2019-01-07 00:02:00,To amend the Internal Revenue Code of 1986 to increase the dollar and income limitations on the deduction for student loan interest.,False,False,116,Student Loan Interest Tax Deduction Expansion Act,Taxation,hr
hr1071-116,2019-01-07 00:02:00,To amend the Internal Revenue Code of 1986 to permanently extend the deduction for qualified tuition and related expenses.,False,False,116,Student and Families Tax Reduction Act,Taxation,hr
hr1072-116,2019-01-07 00:02:00,"To amend title 18, United States Code, to limit the authority of States and localities to regulate conduct, or impose penalties or taxes, in relation to rifles or shotguns.",False,False,116,SAGA Act,Crime and Law Enforcement,hr
hr1073-116,2019-01-07 00:02:00,"To increase the rates of pay under the statutory pay systems and for prevailing rate employees by 3.6 percent, and for other purposes.",False,False,116,FAIR Act,Government Operations and Politics,hr
hr1074-116,2019-01-07 00:02:00,"To amend the Occupational Safety and Health Act of 1970 to expand coverage under the Act, to increase protections for whistleblowers, to increase penalties for high gravity violations, to adjust penalties for inflation, to provide rights for victims or their family members, and for other purposes.",False,False,116,Protecting America's Workers Act,Labor and Employment,hr
hr1075-116,2019-01-07 00:02:00,To amend the Higher Education Act of 1965 to amend the process by which students with certain special circumstances apply for Federal financial aid.,False,False,116,FAFSA Fairness Act of 2019,Education,hr
hr1076-116,2019-01-07 00:02:00,"To prohibit Federal agencies and Federal contractors from requesting that an applicant for employment disclose criminal history record information before the applicant has received a conditional offer, and for other purposes.",False,False,116,Fair Chance Act,Government Operations and Politics,hr
hr1077-116,2019-01-07 00:02:00,"To require the Congressional Budget Office to make publicly available the fiscal and mathematical models, data, and other details of computations used in cost analysis and scoring.",False,False,116,CBO Show Your Work Act,Economics and Public Finance,hr
hr1078-116,2019-01-07 00:02:00,"To prohibit the removal from the United States of certain veterans, to expedite their naturalization, and for other purposes.",False,False,116,Repatriate Our Patriots Act,Immigration,hr
hr1079-116,2019-01-07 00:02:00,"To require the Director of the Office of Management and Budget to issue guidance on electronic consent forms, and for other purposes.",True,True,116,Creating Advanced Streamlined Electronic Services for Constituents Act of 2019,Government Operations and Politics,hr
hr1080-116,2019-01-07 00:02:00,"To amend the Fair Labor Standards Act of 1938 to provide increased labor law protections for agricultural workers, and for other purposes.",False,False,116,Fairness for Farm Workers Act,Labor and Employment,hr
hr1081-116,2019-01-07 00:02:00,"To require reports by the Secretary of State, the Secretary of the Treasury, and the Director of National Intelligence relating to construction of the Nord Stream 2 pipeline, and for other purposes.",False,False,116,Protect European Energy Security Act,International Affairs,hr
hr1082-116,2019-01-07 00:02:00,"To plan, develop, and make recommendations to increase access to sexual assault examinations for survivors by holding hospitals accountable and supporting the providers that serve them.",False,False,116,SASCA,Health,hr
hr1083-116,2019-01-07 00:02:00,"To require the Secretary of the Treasury to redesign $20 Federal reserve notes so as to include a likeness of Harriet Tubman, and for other purposes.",False,False,116,Harriet Tubman Tribute Act of 2019,Finance and Financial Sector,hr
hr1084-116,2019-01-07 00:02:00,"To amend the Internal Revenue Code of 1986 to encourage retirement and family savings, and for other purposes.",False,False,116,Family Savings Act of 2019,Taxation,hr
hr1085-116,2019-01-07 00:02:00,To require any amounts remaining in Members' Representational Allowances at the end of a fiscal year to be deposited in the Treasury and used for deficit reduction or to reduce the Federal debt.,False,False,116,Give it Back to the Taxpayers Act,Congress,hr
hr1086-116,2019-01-07 00:02:00,"To prohibit the research and development, production, and deployment of the Trident D5 low-yield nuclear warhead, and for other purposes.",False,False,116,Hold the LYNE Act,Armed Forces and National Security,hr
hr1087-116,2019-01-07 00:02:00,"To require each agency, in providing notice of a rulemaking, to include a link to a 100-word plain language summary of the proposed rule.",False,False,116,Providing Accountability Through Transparency Act of 2019,Government Operations and Politics,hr
hr1088-116,2019-01-07 00:02:00,"To authorize the Society of the First Infantry Division to make modifications to the First Division Monument located on Federal land in Presidential Park in District of Columbia, and for other purposes.",False,False,116,FIRST Act,Public Lands and Natural Resources,hr
hr1089-116,2019-01-07 00:02:00,To amend the Internal Revenue Code of 1986 to clarify that gain or loss on the sale or exchange of certain coins or bullion is exempt from recognition.,False,False,116,Monetary Metals Tax Neutrality Act of 2019,Taxation,hr
hr1090-116,2019-01-07 00:02:00,"To extend to the Mayor of the District of Columbia the same authority over the National Guard of the District of Columbia as the Governors of the several States exercise over the National Guard of those States with respect to administration of the National Guard and its use to respond to natural disasters and other civil disturbances, while ensuring that the President retains control of the National Guard of the District of Columbia to respond to homeland defense emergencies.",False,False,116,District of Columbia National Guard Home Rule Act,Government Operations and Politics,hr
hr1091-116,2019-01-07 00:02:00,To clarify certain land descriptions under the Northern Arizona Land Exchange and Verde River Basin Partnership Act of 2005.,False,False,116,To clarify certain land descriptions under the Northern Arizona Land Exchange and Verde River Basin Partnership Act of 2005.,Public Lands and Natural Resources,hr
hr1092-116,2019-01-07 00:02:00,"To amend title 38, United States Code, to expand health care and benefits from the Department of Veterans Affairs for military sexual trauma, and for other purposes.",False,False,116,Servicemembers and Veterans Empowerment and Support Act of 2019,Armed Forces and National Security,hr
hr1093-116,2019-01-07 00:02:00,"To amend the Internal Revenue Code of 1986 to establish an excise tax on certain prescription drugs which have been subject to a price spike, and for other purposes.",False,False,116,Stop Price Gouging Act,Taxation,hr
hr1094-116,2019-01-07 00:02:00,To authorize the Secretary of Defense to make grants to support the study of world languages in elementary schools and secondary schools.,False,False,116,World Language Advancement and Readiness Act of 2019,Education,hr
hr1095-116,2019-01-07 00:02:00,To amend the Internal Revenue Code of 1986 to automatically postpone certain deadlines in the case of taxpayers located in a disaster area.,False,False,116,Disaster Certainty Act of 2019,Taxation,hr
hr1096-116,2019-01-07 00:02:00,To amend the Communications Act of 1934 to provide for open internet requirements for providers of broadband internet access service.,False,False,116,Promoting Internet Freedom and Innovation Act of 2019,"Science, Technology, Communications",hr
hr1097-116,2019-01-07 00:02:00,"To amend title 18, United States Code, to prevent unjust and irrational criminal punishments.",False,False,116,Justice Safety Valve Act of 2019,Crime and Law Enforcement,hr
hr1098-116,2019-01-07 00:02:00,"To gather information about the illicit production of illicit fentanyl in foreign countries and to withhold bilateral assistance from countries that do not have emergency scheduling procedures for new illicit drugs, cannot prosecute criminals for the manufacture or distribution of controlled substance analogues, or do not require the registration of tableting machines and encapsulating machines.",False,False,116,Blocking Deadly Fentanyl Imports Act,International Affairs,hr
hr1099-116,2019-01-07 00:02:00,"To require construction inspection functions be conducted by public employees, and for other purposes.",False,False,116,"Safety, Efficiency, and Accountability in Transportation Projects Through Public Inspection Act of 2019",,hr
hr1100-116,2019-01-07 00:02:00,To direct the Attorney General to make grants to States that have in place laws that expand the protections offered to victims of sex offenses who are not in a familiar or dating relationship with the perpetrators of such offenses.,False,False,116,Nicole's Law Act of 2019,Crime and Law Enforcement,hr
hr1101-116,2019-01-07 00:02:00,"To amend the Communications Act of 1934 to ensure internet openness, to prohibit blocking lawful content and non-harmful devices, to prohibit throttling data, to prohibit paid prioritization, to require transparency of network management practices, to provide that broadband shall be considered to be an information service, and to prohibit the Commission or a State commission from relying on section 706 of the Telecommunications Act of 1996 as a grant of authority.",False,False,116,"To amend the Communications Act of 1934 to ensure internet openness, to prohibit blocking lawful content and non-harmful devices, to prohibit throttling data, to prohibit paid prioritization, to require transparency of network management practices, to pro","Science, Technology, Communications",hr
hr1102-116,2019-01-07 00:02:00,"To assess and mitigate threats posed by Russian-Venezuelan cooperation, and for other purposes.",False,False,116,Russian-Venezuelan Threat Mitigation Act,International Affairs,hr
hr1103-116,2019-01-07 00:02:00,"To amend the market name of genetically altered salmon in the United States, and for other purposes.",False,False,116,Genetically Engineered Salmon Labeling Act,Health,hr
hr1104-116,2019-01-07 00:02:00,"To amend the Federal Food, Drug, and Cosmetic Act to require labeling of genetically engineered fish.",False,False,116,"To amend the Federal Food, Drug, and Cosmetic Act to require labeling of genetically engineered fish.",Agriculture and Food,hr
hr1105-116,2019-01-07 00:02:00,"To prevent the escapement of genetically altered salmon in the United States, and for other purposes.",False,False,116,Prevention of Escapement of Genetically Altered Salmon in the United States Act,Commerce,hr
hr1106-116,2019-01-07 00:02:00,"To amend the Immigration and Nationality Act to provide that individuals who naturalized under title III of that Act, who are affiliated with a criminal gang, are subject to revocation of citizenship, and for other purposes.",False,False,116,Protecting Our Communities from Gang Violence Act of 2019,Immigration,hr
hr1107-116,2019-01-07 00:02:00,"For the relief of Judge Neringa Venckiene, who the Government of Lithuania seeks on charges related to her pursuit of justice against Lithuanian public officials accused of sexually molesting her young niece.",False,False,116,Give Judge Venckiene Her Day in Court Act,,hr
hr1108-116,2019-01-08 00:02:00,"To provide for funding from the Airport and Airway Trust Fund for all Federal Aviation Administration activities in the event of a Government shutdown, and for other purposes.",False,False,116,Aviation Funding Stability Act of 2019,Transportation and Public Works,hr
hr1109-116,2019-01-08 00:02:00,To amend the Public Health Service Act to revise and extend projects relating to children and to provide access to school-based comprehensive mental health programs.,False,False,116,Mental Health Services for Students Act of 2019,Health,hr
hr1110-116,2019-01-08 00:02:00,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to include an additional permissible use of amounts provided as grants under the Byrne JAG program, and for other purposes.",False,False,116,Empowering Law Enforcement to Fight Sex Trafficking Demand Act of 2019,Crime and Law Enforcement,hr
hr1111-116,2019-01-08 00:02:00,"To establish a Department of Peacebuilding, and for other purposes.",False,False,116,Department of Peacebuilding Act of 2019,Government Operations and Politics,hr
hr1112-116,2019-01-08 00:02:00,"To amend chapter 44 of title 18, United States Code, to strengthen the background check procedures to be followed before a Federal firearms licensee may transfer a firearm to a person who is not such a licensee.",True,False,116,Enhanced Background Checks Act of 2019,Crime and Law Enforcement,hr
hr1113-116,2019-01-08 00:02:00,To appropriately limit the impact of the presence of large Federal installations in the delineation of core based statistical areas.,False,False,116,Statistical Area Fairness Act of 2019,Government Operations and Politics,hr
hr1114-116,2019-01-08 00:02:00,To require the Surgeon General of the Public Health Service to submit to Congress an annual report on the effects of gun violence on public health.,False,False,116,To require the Surgeon General of the Public Health Service to submit to Congress an annual report on the effects of gun violence on public health.,Health,hr
hr1115-116,2019-01-08 00:02:00,"To amend the Consumer Product Safety Act to remove the exclusion of pistols, revolvers, and other firearms from the definition of consumer product in order to permit the issuance of safety standards for such articles by the Consumer Product Safety Commission.",False,False,116,Firearm Safety Act of 2019,Commerce,hr
hr1116-116,2019-01-08 00:02:00,"To amend chapter 44 of title 18, United States Code, to prohibit the sale or other disposition of a firearm to, and the possession, shipment, transportation, or receipt of a firearm by, certain classes of high-risk individuals.",False,False,116,Keeping Guns from High-Risk Individuals Act,Crime and Law Enforcement,hr
hr1117-116,2019-01-08 00:02:00,To clarify that individuals excepted from furlough and paid unemployment compensation on the basis of Federal service during any lapse in appropriations occurring in fiscal year 2019 are deemed eligible for such compensation.,False,False,116,Shutdown Fairness Act of 2019,Government Operations and Politics,hr
hr1118-116,2019-01-08 00:02:00,To amend the Internal Revenue Code of 1986 to allow deductions and credits relating to expenditures in connection with marijuana sales conducted in compliance with State law.,False,False,116,Small Business Tax Equity Act of 2019,Taxation,hr
hr1119-116,2019-01-08 00:02:00,"To amend the Controlled Substances Act to reduce the gap between Federal and State marijuana policy, and for other purposes.",False,False,116,Responsibly Addressing the Marijuana Policy Gap Act of 2019,Crime and Law Enforcement,hr
hr1120-116,2019-01-08 00:02:00,"To amend the Internal Revenue Code of 1986 to provide for the taxation and regulation of marijuana products, and for other purposes.",False,False,116,Marijuana Revenue and Regulation Act,Taxation,hr
hr1121-116,2019-01-08 00:02:00,"To amend title III of the Social Security Act to permit States to conduct substance abuse risk assessments and targeted drug testing as a condition for the receipt of unemployment benefits, and for other purposes.",False,False,116,Ensuring Quality in the Unemployment Insurance Program (EQUIP) Act,Labor and Employment,hr
hr1122-116,2019-01-08 00:02:00,To authorize the Secretary of Housing and Urban Development to carry out a housing choice voucher mobility demonstration to encourage families receiving such voucher assistance to move to lower-poverty areas and expand access to opportunity areas.,True,False,116,Housing Choice Voucher Mobility Demonstration Act of 2019,Housing and Community Development,hr
