_action_text,_bill,_date,_id,_time,_type
Read twice and referred to the Committee on the Judiciary.,s909-116,2019-03-27,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s910-116,2019-03-27,1,,IntroReferral
"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment favorably.",s910-116,2019-04-03,2,,Committee
"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.",s910-116,2019-04-03,3,,Committee
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s911-116,2019-03-27,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s912-116,2019-03-27,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s913-116,2019-03-27,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s914-116,2019-03-27,1,,IntroReferral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s914-116,2019-04-03,2,,Committee
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s915-116,2019-03-27,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s916-116,2019-03-27,1,,IntroReferral
Read twice and referred to the Committee on Finance. (text: CR S2050-2054),s916-116,2019-03-27,2,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s917-116,2019-03-27,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s918-116,2019-03-27,1,,IntroReferral
"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment favorably.",s918-116,2019-04-03,2,,Committee
"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.",s918-116,2019-04-03,3,,Committee
"Committee on Commerce, Science, and Transportation. Reported by Senator Wicker with amendments. With written report No. 116-66.",s918-116,2019-07-25,4,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 164.,s918-116,2019-07-25,5,,Calendars
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s919-116,2019-03-27,1,,IntroReferral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s919-116,2019-04-03,2,,Committee
Read twice and referred to the Committee on Finance.,s920-116,2019-03-27,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s921-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s922-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s923-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S2091)",s923-116,2019-03-28,2,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s924-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s925-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s926-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s927-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S2091),s928-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s928-116,2019-03-28,2,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s929-116,2019-03-28,1,,IntroReferral
Senate Committee on the Judiciary discharged by Unanimous Consent. (consideration: CR S5203-5204),s929-116,2019-07-30,2,,Discharge
Passed Senate without amendment by Unanimous Consent. (text: CR S5204),s929-116,2019-07-30,3,,Floor
Message on Senate action sent to the House.,s929-116,2019-07-31,4,,Floor
Received in the House.,s929-116,2019-08-02,5,,Floor
Referred to the House Committee on the Judiciary.,s929-116,2019-08-02,6,,IntroReferral
"Referred to the Subcommittee on Courts, Intellectual Property, and the Internet.",s929-116,2019-08-12,7,,Committee
Read twice and referred to the Committee on Finance.,s930-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s931-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s932-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s933-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s934-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s935-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s936-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s937-116,2019-03-28,1,,IntroReferral
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s937-116,2019-06-04,2,,Committee
Read twice and referred to the Committee on Foreign Relations.,s938-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s939-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s940-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s941-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s942-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s943-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s944-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s945-116,2019-03-28,1,,IntroReferral
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s945-116,2019-06-04,2,,Committee
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s946-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s947-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s948-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s949-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s950-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s951-116,2019-03-28,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s952-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s953-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s954-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s955-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s956-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s957-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s958-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s959-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration. (Sponsor introductory remarks on measure: CR S2091-2092),s959-116,2019-03-28,2,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s960-116,2019-03-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s961-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s962-116,2019-04-01,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s963-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s964-116,2019-04-01,1,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s965-116,2019-04-01,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s966-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s967-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S2120-2121)",s968-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S2121)",s969-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s970-116,2019-04-01,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s971-116,2019-04-01,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s972-116,2019-04-01,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s973-116,2019-04-01,1,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s974-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s975-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s976-116,2019-04-01,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s977-116,2019-04-01,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s978-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s979-116,2019-04-02,1,,IntroReferral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment favorably.,s979-116,2019-06-19,2,,Committee
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with amendments. With written report No. 116-84.,s979-116,2019-09-10,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 188.,s979-116,2019-09-10,4,,Calendars
Read twice and referred to the Committee on Veterans' Affairs.,s980-116,2019-04-02,1,,IntroReferral
Committee on Veterans' Affairs. Hearings held.,s980-116,2019-05-22,2,,Committee
Read twice and referred to the Committee on Finance.,s981-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Indian Affairs.,s982-116,2019-04-02,1,,IntroReferral
Committee on Indian Affairs. Hearings held.,s982-116,2019-06-19,2,,Committee
Read twice and referred to the Committee on Energy and Natural Resources.,s983-116,2019-04-02,1,,IntroReferral
Committee on Energy and Natural Resources Subcommittee on Energy. Hearings held.,s983-116,2019-07-09,2,,Committee
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s983-116,2019-07-16,3,,Committee
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 116-82.,s983-116,2019-09-10,4,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 185.,s983-116,2019-09-10,5,,Calendars
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s984-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s985-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s986-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s987-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s988-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s989-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s990-116,2019-04-02,1,,IntroReferral
Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held.,s990-116,2019-06-26,2,,Committee
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s990-116,2019-09-25,3,,Committee
Read twice and referred to the Committee on Finance.,s991-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s992-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s993-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S2190-2191),s994-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s994-116,2019-04-02,2,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S2191-2192)",s995-116,2019-04-02,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s995-116,2019-04-02,2,,IntroReferral
Read twice and referred to the Committee on Small Business and Entrepreneurship.,s996-116,2019-04-02,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s997-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s998-116,2019-04-03,1,,IntroReferral
Committee on the Judiciary. Ordered to be reported with an amendment favorably.,s998-116,2019-05-09,2,,Committee
Committee on the Judiciary. Reported by Senator Graham with an amendment. Without written report.,s998-116,2019-05-09,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 81.,s998-116,2019-05-09,4,,Calendars
Passed Senate with an amendment by Unanimous Consent.,s998-116,2019-05-16,5,,Floor
Passed Senate with an amendment by Unanimous Consent. (consideration: CR S2948; text: CR S2948),s998-116,2019-05-16,6,,Floor
Message on Senate action sent to the House.,s998-116,2019-05-20,7,,Floor
Received in the House.,s998-116,2019-05-20,8,,Floor
Referred to the House Committee on the Judiciary.,s998-116,2019-05-20,9,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",s998-116,2019-05-31,10,,Committee
Ms. Bass moved to suspend the rules and pass the bill.,s998-116,2019-07-10,11,,Floor
Considered under suspension of the rules. (consideration: CR H5329-5331),s998-116,2019-07-10,12,,Floor
DEBATE - The House proceeded with forty minutes of debate on S. 998.,s998-116,2019-07-10,13,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H5329),s998-116,2019-07-10,14,,Floor
Motion to reconsider laid on the table Agreed to without objection.,s998-116,2019-07-10,15,,Floor
Presented to President.,s998-116,2019-07-15,16,,Floor
Signed by President.,s998-116,2019-07-25,17,,President
Became Public Law No: 116-32.,s998-116,2019-07-25,18,,President
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s999-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1000-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Indian Affairs. (text: CR S2241-2242),s1001-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Indian Affairs.,s1001-116,2019-04-03,2,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1002-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s1003-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1004-116,2019-04-03,1,,IntroReferral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s1004-116,2019-06-19,2,,Committee
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1005-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1006-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1007-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1008-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1009-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1010-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1011-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1012-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1013-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s1014-116,2019-04-03,1,,IntroReferral
Committee on Environment and Public Works. Ordered to be reported without amendment favorably.,s1014-116,2019-06-19,2,,Committee
Committee on Environment and Public Works. Reported by Senator Barrasso without amendment. Without written report.,s1014-116,2019-06-19,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 117.,s1014-116,2019-06-19,4,,Calendars
By Senator Barrasso from Committee on Environment and Public Works filed written report. Report No. 116-62.,s1014-116,2019-07-23,5,,Floor
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1015-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1016-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S2242-2243)",s1017-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1017-116,2019-04-03,2,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1018-116,2019-04-03,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1019-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1020-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works. (text: CR S2243),s1021-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s1021-116,2019-04-03,2,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s1022-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s1023-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s1024-116,2019-04-03,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s1025-116,2019-04-03,1,,IntroReferral
Committee on Foreign Relations. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1025-116,2019-05-22,2,,Committee
Committee on Foreign Relations. Reported by Senator Risch with an amendment in the nature of a substitute. Without written report.,s1025-116,2019-06-03,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 101.,s1025-116,2019-06-03,4,,Calendars
Read twice and referred to the Committee on Finance.,s1026-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s1027-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1028-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1029-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1030-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1031-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1032-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1033-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s1034-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1035-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1036-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S2272-2274)",s1036-116,2019-04-04,2,,IntroReferral
Read twice and referred to the Committee on Finance.,s1037-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1038-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s1039-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1040-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1041-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1042-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1043-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1044-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (text: CR S2274-2278)",s1044-116,2019-04-04,2,,IntroReferral
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s1044-116,2019-06-04,3,,Committee
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1045-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1046-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s1047-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1048-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s1049-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s1050-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s1051-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s1052-116,2019-04-04,1,,IntroReferral
Committee on Energy and Natural Resources. Hearings held.,s1052-116,2019-05-14,2,,Committee
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1052-116,2019-07-16,3,,Committee
Committee on Energy and Natural Resources. Reported by Senator Murkowski under authority of the order of the Senate of 08/01/2019 with an amendment in the nature of a substitute. With written report No. 116-74.,s1052-116,2019-08-16,4,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 176.,s1052-116,2019-08-16,5,,Calendars
Read twice and referred to the Committee on Finance.,s1053-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s1054-116,2019-04-04,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1055-116,2019-04-04,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s1056-116,2019-04-04,1,,IntroReferral
"Introduced in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent. (consideration: CR S2291-2292; text: CR S2295)",s1057-116,2019-04-08,1,,Floor
"Introduced in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent.",s1057-116,2019-04-08,2,,Floor
Message on Senate action sent to the House.,s1057-116,2019-04-09,3,,Floor
Received in the House.,s1057-116,2019-04-09,4,,Floor
Held at the desk.,s1057-116,2019-04-09,5,,Floor
Read twice and referred to the Committee on Finance.,s1058-116,2019-04-08,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1059-116,2019-04-08,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1060-116,2019-04-08,1,,IntroReferral
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s1060-116,2019-07-18,2,,Committee
Read twice and referred to the Committee on Environment and Public Works.,s1061-116,2019-04-08,1,,IntroReferral
Committee on Environment and Public Works. Reported by Senator Barrasso without amendment. Without written report.,s1061-116,2019-04-10,2,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 72.,s1061-116,2019-04-10,3,,Calendars
By Senator Barrasso from Committee on Environment and Public Works filed written report. Report No. 116-36.,s1061-116,2019-05-06,4,,Floor
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1062-116,2019-04-08,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1063-116,2019-04-08,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s1064-116,2019-04-08,1,,IntroReferral
Committee on Energy and Natural Resources Subcommittee on Energy. Hearings held.,s1064-116,2019-07-09,2,,Committee
Committee on Energy and Natural Resources. Ordered to be reported with an amendment favorably.,s1064-116,2019-07-16,3,,Committee
Committee on Energy and Natural Resources. Reported by Senator Murkowski under authority of the order of the Senate of 08/01/2019 with an amendment. With written report No. 116-75.,s1064-116,2019-08-16,4,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 177.,s1064-116,2019-08-16,5,,Calendars
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1065-116,2019-04-08,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1066-116,2019-04-08,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1067-116,2019-04-08,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1068-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1069-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S2331)",s1070-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1070-116,2019-04-09,2,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s1071-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1072-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S2331)",s1073-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1073-116,2019-04-09,2,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1074-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s1075-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1076-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Small Business and Entrepreneurship.,s1077-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1078-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s1079-116,2019-04-09,1,,IntroReferral
"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held.",s1079-116,2019-05-14,2,,Committee
Read twice and referred to the Committee on the Judiciary.,s1080-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s1081-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1082-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1083-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1084-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s1085-116,2019-04-09,1,,IntroReferral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s1085-116,2019-07-16,2,,Committee
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 116-83.,s1085-116,2019-09-10,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 186.,s1085-116,2019-09-10,4,,Calendars
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1086-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s1087-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1088-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1089-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1090-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s1091-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s1092-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s1093-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1094-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Appropriations.,s1095-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s1096-116,2019-04-09,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1097-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s1098-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1099-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s1100-116,2019-04-09,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s1101-116,2019-04-10,1,,IntroReferral
Committee on Veterans' Affairs. Hearings held.,s1101-116,2019-05-22,2,,Committee
Read twice and referred to the Committee on Foreign Relations.,s1102-116,2019-04-10,1,,IntroReferral
