"id","introduced","official_title","passed_house","passed_senate","session","short_title","top_subject","type","bill"
"hr2802-116","2019-01-16 00:05:00","To amend the Public Health Service Act to provide for the participation of physical therapists in the National Health Service Corps Loan Repayment Program, and for other purposes.","False","False",116,"Physical Therapist Workforce and Patient Access Act of 2019","Health","hr","hr2802-116"
"hr2806-116","2019-01-16 00:05:00","To amend the Internal Revenue Code of 1986 to treat certain scholarships and fellowship grants as earned income for purposes of the kiddie tax.","False","False",116,"To amend the Internal Revenue Code of 1986 to treat certain scholarships and fellowship grants as earned income for purposes of the kiddie tax.","Taxation","hr","hr2806-116"
"hr2807-116","2019-01-16 00:05:00","To amend title IV of the Higher Education Act of 1965 to require institutions of higher education that participate in programs under such title to distribute voter registration forms to students enrolled at the institution, and for other purposes.","False","False",116,"Help Students Vote Act","Education","hr","hr2807-116"
"hr2808-116","2019-01-16 00:05:00","To amend the Child Abuse Prevention and Treatment Act to direct the Secretary of Health and Human Services to include data on animal abuse in the national clearinghouse for information relating to child abuse and neglect.","False","False",116,"Child and Animal Abuse Detection and Reporting Act","Families","hr","hr2808-116"
"hr2810-116","2019-01-16 00:05:00","To amend the Internal Revenue Code of 1986 to treat certain payments made by Indian tribal governments as earned income for purposes of the kiddie tax.","False","False",116,"Tax Fairness for Tribal Youth Act of 2019","Taxation","hr","hr2810-116"
"hr2811-116","2019-01-16 00:05:00","To improve oversight of privatized military housing provided by the Department of Defense to members of the Armed Forces and their families, and for other purposes.","False","False",116,"Better Military Housing Act of 2019","Armed Forces and National Security","hr","hr2811-116"
"hr2814-116","2019-01-16 00:05:00","To amend title 37, United States Code, to authorize the basic allowance for housing for members of the uniformed services in the Virgin Islands.","False","False",116,"To amend title 37, United States Code, to authorize the basic allowance for housing for members of the uniformed services in the Virgin Islands.","Armed Forces and National Security","hr","hr2814-116"
"hr2818-116","2019-01-16 00:05:00","To amend the Richard B. Russell National School Lunch Act to improve the efficiency of summer meals.","False","False",116,"Summer Meals Act of 2019","Agriculture and Food","hr","hr2818-116"
"hr2824-116","2019-01-17 00:05:00","To amend the Fair Credit Reporting Act to require the inclusion of credit scores with free annual credit reports provided to consumers, and for other purposes.","False","False",116,"Fair Access to Credit Scores Act of 2019","Finance and Financial Sector","hr","hr2824-116"
"hr2825-116","2019-01-17 00:05:00","To amend the Internal Revenue Code of 1986 to modify the rehabilitation credit for certain small projects, to eliminate the requirement that the taxpayer's basis in a building be reduced by the amount of the rehabilitation credit determined with respect to such building, and for other purposes.","False","False",116,"Historic Tax Credit Growth and Opportunity Act of 2019","Taxation","hr","hr2825-116"
"hr2826-116","2019-01-17 00:05:00","To amend the Public Health Service Act to provide for behavioral and mental health outreach and education strategies to reduce stigma associated with mental health among the Asian American, Native Hawaiian, and Pacific Islander population.","False","False",116,"Stop Mental Health Stigma in Our Communities Act","Health","hr","hr2826-116"
"hr2827-116","2019-01-17 00:05:00","To amend the Federal Food, Drug, and Cosmetic Act to deem any perfluoroalkyl or polyfluoroalkyl substance used as a food contact substance to be unsafe and therefore treated as adulterated under such Act, and for other purposes.","False","False",116,"Keep Food Containers Safe from PFAS Act of 2019","Health","hr","hr2827-116"
"hr2828-116","2019-01-17 00:05:00","To amend title 5, United States Code, to provide that for purposes of computing the annuity of certain law enforcement officers, any hours worked in excess of the limitation applicable to law enforcement premium pay shall be included in such computation, and for other purposes.","False","False",116,"LEO Fair Retirement Act of 2019","Government Operations and Politics","hr","hr2828-116"
"hr2829-116","2019-01-17 00:05:00","To clarify that Congress has not provided authorization for the use of military force against Iran.","False","False",116,"AUMF Clarification Act","International Affairs","hr","hr2829-116"
"hr2831-116","2019-01-17 00:05:00","To require the Secretary of Labor to award grants for promoting industry or sector partnerships to encourage industry growth and competitiveness and to improve worker training, retention, and advancement as part of an infrastructure investment.","False","False",116,"Building U.S. Infrastructure by Leveraging Demands for Skills","Labor and Employment","hr","hr2831-116"
"hr2832-116","2019-01-17 00:05:00","To amend the Internal Revenue Code of 1986 to allow a business credit for gain from the sale of real property for use as a manufactured home community, and for other purposes.","False","False",116,"Frank Adelmann Manufactured Housing Community Sustainability Act","Taxation","hr","hr2832-116"
"hr2833-116","2019-01-17 00:05:00","To require the student loan ombudsman of the Department of Education to provide student loan data to the Bureau of Consumer Financial Protection, and for other purposes.","False","False",116,"CFPB Student Loan Integrity and Transparency Act of 2019","Education","hr","hr2833-116"
"hr2836-116","2019-01-17 00:05:00","To authorize appropriations for the Department of State for fiscal years 2020 through 2022 to provide assistance to El Salvador, Guatemala, and Honduras through bilateral compacts to increase protection of women and children in their homes and communities and reduce female homicides, domestic violence, and sexual assault.","False","False",116,"Central American Women and Children Protection Act of 2019","International Affairs","hr","hr2836-116"
"hr2840-116","2019-01-20 00:05:00","To amend the Internal Revenue Code of 1986 to treat certain first responder survivors benefits as earned income for purposes of the kiddie tax.","False","False",116,"To amend the Internal Revenue Code of 1986 to treat certain first responder survivors benefits as earned income for purposes of the kiddie tax.","Taxation","hr","hr2840-116"
"hr2844-116","2019-01-20 00:05:00","To amend the Workforce Innovation and Opportunity Act to provide funding, on a competitive basis, for summer and year-round employment opportunities for youth ages 14 through 24.","False","False",116,"Creating Pathways for Youth Employment Act","Labor and Employment","hr","hr2844-116"
"hr2845-116","2019-01-20 00:05:00","To amend the Internal Revenue Code of 1986 to modify the work opportunity credit for certain youth employees, and to extend empowerment zones.","False","False",116,"Helping to Encourage Real Opportunities (HERO) for At-Risk Youth Act","Taxation","hr","hr2845-116"
"hr2846-116","2019-01-20 00:05:00","To direct the Secretary of Veterans Affairs to permit Members of Congress to use facilities of the Department of Veterans Affairs for the purposes of meeting with constituents, and for other purposes.","False","False",116,"Improving Veterans Access to Congressional Services Act of 2019","Armed Forces and National Security","hr","hr2846-116"
"hr2847-116","2019-01-20 00:05:00","To waive the fee for the issuance of a passport for a family member of a member of the Armed Forces who is in a hospital or medical facility abroad, and for other purposes.","False","False",116,"No Passport Fees for Heroes' Families Act","Immigration","hr","hr2847-116"
"hr2848-116","2019-01-20 00:05:00","To amend the Employee Retirement Income Security Act of 1974 to strengthen parity in mental health and substance use disorder benefits, and for other purposes.","False","False",116,"Parity Enforcement Act of 2019","Health","hr","hr2848-116"
"hr2849-116","2019-01-20 00:05:00","To permit law enforcement officers of the Department of the Treasury to carry service weapons to their place of residence while off duty, and for other purposes.","False","False",116,"Department of the Treasury Officer Protection Act of 2019","Crime and Law Enforcement","hr","hr2849-116"
"hr2850-116","2019-01-20 00:05:00","To amend the Public Health Service Act to ensure that healthy research dogs and cats are adopted into suitable homes.","False","False",116,"Humane Retirement Act","Health","hr","hr2850-116"
"hr2853-116","2019-01-20 00:05:00","To amend the Federal Election Campaign Act of 1971 to require corporations to report disbursements made by foreign nationals for purposes of disseminating campaign-related public communications and to inquire whether persons providing such disbursements are foreign nationals, and for other purposes.","False","False",116,"Corporate Duty to Report Act of 2019","Government Operations and Politics","hr","hr2853-116"
"hr2855-116","2019-01-20 00:05:00","To deem the application submitted by Jaci Hermstad to the Food and Drug Administration for compassionate use of the gene therapy antisense oligonucleotides to be approved.","False","False",116,"To deem the application submitted by Jaci Hermstad to the Food and Drug Administration for compassionate use of the gene therapy antisense oligonucleotides to be approved.","","hr","hr2855-116"
"hr2856-116","2019-01-21 00:05:00","To amend title XIX of the Social Security Act to prohibit Federal Medicaid funding for the administrative costs of providing health benefits to individuals who are unauthorized immigrants.","False","False",116,"Protect Medicaid Act","Health","hr","hr2856-116"
"hr2858-116","2019-01-21 00:05:00","To support endemic fungal disease research, incentivize fungal vaccine development, discover new antifungal therapies and diagnostics, and for other purposes.","False","False",116,"FORWARD Act of 2019","Health","hr","hr2858-116"
"hr2860-116","2019-01-21 00:05:00","To direct the Chairman of the Federal Trade Commission to establish a task force for the purpose of studying the effects of automated accounts on social media, public discourse, and elections.","False","False",116,"Bots Research Act","Commerce","hr","hr2860-116"
"hr2861-116","2019-01-21 00:05:00","To improve transparency regarding the activities of the American Red Cross, and for other purposes.","False","False",116,"American Red Cross Transparency Act of 2019","Government Operations and Politics","hr","hr2861-116"
"hr2862-116","2019-01-21 00:05:00","To amend the Public Health Service Act to provide for a national system for surveillance of vaccine rates, to authorize research on vaccine hesitancy, to increase public understanding of the benefits of immunizations, and for other purposes.","False","False",116,"VACCINES Act of 2019","Health","hr","hr2862-116"
"hr2864-116","2019-01-21 00:05:00","To amend the Internal Revenue Code of 1986 to increase the excise tax on gasoline, diesel, and kerosene fuels.","False","False",116,"Rebuild America Act of 2019","Taxation","hr","hr2864-116"
"hr2869-116","2019-01-21 00:05:00","To amend title 10, United States Code, to expand and rename the Troops-to-Teachers Program, and for other purposes.","False","False",116,"HEROES Act","Armed Forces and National Security","hr","hr2869-116"
"hr2870-116","2019-01-21 00:05:00","To repeal the debt ceiling, and for other purposes.","False","False",116,"End the Threat of Default Act","Economics and Public Finance","hr","hr2870-116"
"hr2872-116","2019-01-21 00:05:00","To direct the Secretary of Labor to revise regulations concerning the recording and reporting of occupational injuries and illnesses under the Occupational Safety and Health Act of 1970.","False","False",116,"Worksite Reporting Act","Labor and Employment","hr","hr2872-116"
"hr2874-116","2019-01-21 00:05:00","To strengthen parity in mental health and substance use disorder benefits.","False","False",116,"Behavioral Health Coverage Transparency Act","Health","hr","hr2874-116"
"hr2875-116","2019-01-21 00:05:00","To amend the Higher Education Act of 1965 to require additional reporting on crime and harm that occurs during student participation in programs of study abroad, and for other purposes.","False","False",116,"Ravi Thackurdeen Safe Students Study Abroad Act","Education","hr","hr2875-116"
"hr2876-116","2019-01-21 00:05:00","To direct the Secretary of State to make available to the Director of the Centers for Disease Control and Prevention copies of consular reports of death of United States citizens, and for other purposes.","False","False",116,"American Students Abroad Act","International Affairs","hr","hr2876-116"
"hr2878-116","2019-01-21 00:05:00","To amend the Internal Revenue Code of 1986 to allow qualified distributions from health savings accounts for certain home care expenses.","False","False",116,"Homecare for Seniors Act","Taxation","hr","hr2878-116"
"hr2879-116","2019-01-21 00:05:00","To amend the Internal Revenue Code of 1986 to provide further tax incentives for dependent care assistance.","False","False",116,"Working Families Relief Act","Taxation","hr","hr2879-116"
"hr2880-116","2019-01-21 00:05:00","To amend title 10, United States Code, to provide degree granting authority for the United States Army Armament Graduate School, and for other purposes.","False","False",116,"Armament Graduate School Act","Armed Forces and National Security","hr","hr2880-116"
"hr2881-116","2019-01-21 00:05:00","To require the President to develop a strategy to ensure the security of next generation mobile telecommunications systems and infrastructure in the United States and to assist allies and strategic partners in maximizing the security of next generation mobile telecommunications systems, infrastructure, and software, and for other purposes.","False","False",116,"Secure 5G and Beyond Act of 2019","Science, Technology, Communications","hr","hr2881-116"
"hr2882-116","2019-01-21 00:05:00","To amend the Internal Revenue Code of 1986 and the Small Business Act to reduce costs for certain businesses required to relocate from a Superfund site, and for other purposes.","False","False",116,"Superfund Enhancement Act of 2019","Taxation","hr","hr2882-116"
"hr2888-116","2019-01-22 00:05:00","To explicitly make unauthorized access to Department of Education information technology systems and the misuse of identification devices issued by the Department of Education a criminal act.","False","False",116,"Stop Student Debt Relief Scams Act of 2019","Education","hr","hr2888-116"
"hr2891-116","2019-01-22 00:05:00","To provide for the publication by the Secretary of Health and Human Services of physical activity recommendations for Americans.","False","False",116,"Physical Activities Recommendations for Americans Act of 2019","Health","hr","hr2891-116"
"hr2892-116","2019-01-22 00:05:00","To authorize scholarships to assist members of Junior Reserve Officers' Training Corps in obtaining private pilot's certificates.","False","False",116,"Ceiling and Visibility Unlimited Act","Armed Forces and National Security","hr","hr2892-116"
"hr2894-116","2019-01-22 00:05:00","To amend the Internal Revenue Code of 1986 to increase the limitation on the deduction for State and local taxes, and for other purposes.","False","False",116,"Save the State and Local Tax Deduction for Middle Class Families Act of 2019","Taxation","hr","hr2894-116"
"hr2899-116","2019-01-22 00:05:00","To amend the Securities Exchange Act of 1934 to allow for the registration of venture exchanges, and for other purposes.","False","False",116,"Main Street Growth Act","Finance and Financial Sector","hr","hr2899-116"
"hr2900-116","2019-01-22 00:05:00","To establish the United States Chief Manufacturing Officer in the Executive Office of the President with the responsibility of developing a National Manufacturing Strategy to revitalize the manufacturing sector, spur economic growth, and expand United States competitiveness, and for other purposes.","False","False",116,"Chief Manufacturing Officer Act","Commerce","hr","hr2900-116"
"hr2901-116","2019-01-22 00:05:00","To amend title VII of the Social Security Act to improve the Social Security Administration's procedures to close or reduce access to field offices, and for other purposes.","False","False",116,"Maintain Access to Vital Social Security Services Act of 2019","Social Welfare","hr","hr2901-116"
"hr2902-116","2019-01-22 00:05:00","To support States in their work to end preventable morbidity and mortality in maternity care by using evidence-based quality improvement to protect the health of mothers during pregnancy, childbirth, and in the postpartum period and to reduce neonatal and infant mortality, to eliminate racial disparities in maternal health outcomes, and for other purposes.","False","False",116,"Maternal CARE Act","Health","hr","hr2902-116"
"hr2903-116","2019-01-22 00:05:00","To amend title 5, United States Code, to prohibit the International Stock Index Investment Fund of the Thrift Savings Fund from investing in any entity in peer or near-peer competitor nations as outlined in the National Defense Strategy, and for other purposes.","False","False",116,"Blocking Investment In Our Adversaries Act","Government Operations and Politics","hr","hr2903-116"
"hr2904-116","2019-01-22 00:05:00","To amend the Consumer Financial Protection Act of 2010 to extend certain supervisory authority of the Bureau of Consumer Financial Protection to include assessing compliance with the Military Lending Act.","False","False",116,"Financial Protection for Our Military Families Act","Finance and Financial Sector","hr","hr2904-116"
"hr2905-116","2019-01-22 00:05:00","To provide for a demonstration project to further examine the benefits of providing coverage and payment for items and services necessary to administer intravenous immune globulin (IVIG) in the home, and for other purposes.","False","False",116,"Medicare IVIG Access Enhancement Act","Health","hr","hr2905-116"
"hr2906-116","2019-01-22 00:05:00","To reauthorize the Clean School Bus Program.","False","False",116,"Clean Commute for Kids Act of 2019","Transportation and Public Works","hr","hr2906-116"
"hr2907-116","2019-01-22 00:05:00","To require the Secretary of Defense to award grants to fund research on orthotics and prosthetics.","False","False",116,"Wounded Warrior Research Enhancement Act","Armed Forces and National Security","hr","hr2907-116"
"hr2912-116","2019-01-22 00:05:00","To amend the Internal Revenue Code of 1986 to make employers of spouses of military personnel eligible for the work opportunity credit.","False","False",116,"Military Spouse Hiring Act","Taxation","hr","hr2912-116"
"hr2915-116","2019-01-22 00:05:00","To amend the Federal Food, Drug, and Cosmetic Act to require physicians and physician's offices to be treated as covered device users required to report on certain adverse events involving medical devices, and for other purposes.","False","False",116,"Medical Device Guardians Act","Health","hr","hr2915-116"
"hr2916-116","2019-01-22 00:05:00","To require the Secretary of Veterans Affairs to carry out a pilot program to provide hospital care and medical services to veterans in the Freely Associated States of the Republic of Palau, the Republic of the Marshall Islands, and the Federated States of Micronesia, and to conduct a study on the feasibility and advisability of establishing regional offices, suboffices, contact units, or other subordinate offices of the Department of Veterans Affairs in the Freely Associated States to provide such care and services, and for other purposes.","False","False",116,"COFA Veterans Review Act of 2019","Armed Forces and National Security","hr","hr2916-116"
"hr2917-116","2019-01-22 00:05:00","To hold pharmaceutical companies accountable for dubious marketing and distribution of opioid products and for their role in creating and exacerbating the opioid epidemic in the United States.","False","False",116,"Opioid Crisis Accountability Act of 2019","Health","hr","hr2917-116"
"hr2920-116","2019-01-22 00:05:00","To amend the Higher Education Act of 1965 to support community college and industry partnerships, and for other purposes.","False","False",116,"Community College to Career Fund in Higher Education Act","Education","hr","hr2920-116"
"hr2921-116","2019-01-22 00:05:00","To amend the Internal Revenue Code of 1986 to provide a tax credit to consumers to reimburse a portion of the cost of broadband infrastructure serving limited broadband districts.","False","False",116,"Broadband for All Act of 2019","Taxation","hr","hr2921-116"
"hr2923-116","2019-01-22 00:05:00","To impose a tax on certain trading transactions to invest in our families and communities, improve our infrastructure and our environment, strengthen our financial security, expand opportunity and reduce market volatility.","False","False",116,"Inclusive Prosperity Act of 2019","Taxation","hr","hr2923-116"
"hr2928-116","2019-01-22 00:05:00","To amend the Internal Revenue Code of 1986 to increase the standard charitable mileage rate for delivery of meals to elderly, disabled, frail, and at-risk individuals.","False","False",116,"DELIVER Act of 2019","Taxation","hr","hr2928-116"
"hr2929-116","2019-01-22 00:05:00","To require the Federal Communications Commission to establish a program to promote the availability and sustainability of robust rural broadband networks in high cost rural areas, and for other purposes.","False","False",116,"Rural Broadband Network Advancement Act of 2019","Science, Technology, Communications","hr","hr2929-116"
"hr2930-116","2019-01-22 00:05:00","To protect consumers from usury.","False","False",116,"Loan Shark Prevention Act","Finance and Financial Sector","hr","hr2930-116"
"hr2937-116","2019-01-22 00:05:00","To amend titles 10 and 37, United States Code, to provide compensation and credit for retired pay purposes for maternity leave taken by members of the reserve components, and for other purposes.","False","False",116,"MOMS Leave Act","Armed Forces and National Security","hr","hr2937-116"
"hr2944-116","2019-01-23 00:05:00","To amend title 10, United States Code, to establish a public-private exchange program for the acquisition workforce.","False","False",116,"TALENT Act","Armed Forces and National Security","hr","hr2944-116"
"hr2948-116","2019-01-23 00:05:00","To designate the Department of Veterans Affairs community-based outpatient clinic in St. Augustine, Florida, as the ""Leo C. Chase Jr. Department of Veterans Affairs Clinic"".","False","False",116,"To designate the Department of Veterans Affairs community-based outpatient clinic in St. Augustine, Florida, as the ""Leo C. Chase Jr. Department of Veterans Affairs Clinic"".","","hr","hr2948-116"
"hr2949-116","2019-01-23 00:05:00","To provide for oversight of North Korea policy, and for other purposes.","False","False",116,"North Korea Policy Oversight Act of 2019","International Affairs","hr","hr2949-116"
"hr2950-116","2019-01-23 00:05:00","To amend the Federal Funding Accountability and Transparency Act of 2006 to require full disclosure for entities receiving Federal funding.","False","False",116,"Know Conflicts Act of 2019","Government Operations and Politics","hr","hr2950-116"
"hr2951-116","2019-01-23 00:05:00","To amend title XVIII of the Social Security Act to provide for coverage of dental services under the Medicare program.","False","False",116,"Medicare Dental Benefit Act of 2019","Health","hr","hr2951-116"
"hr2952-116","2019-01-23 00:05:00","To amend title 10, United States Code, to authorize concurrent use of Department of Defense Tuition Assistance and Montgomery GI Bill-Selected Reserve benefits, and for other purposes.","False","False",116,"Montgomery GI Bill Parity Act of 2019","Armed Forces and National Security","hr","hr2952-116"
"hr2953-116","2019-01-23 00:05:00","To amend title 37, United States Code, to authorize the Secretary of a military department to pay an officer in a reserve component of a uniformed service aviation incentive pay at the same rate as an officer in the regular component of that uniformed service.","False","False",116,"Aviation Incentive Pay Parity Act","Armed Forces and National Security","hr","hr2953-116"
"hr2954-116","2019-01-23 00:05:00","To amend title 10, United States Code, to ensure that an order to serve on active duty under section 12304b of that title is treated the same as other orders to serve on active duty for determining the eligibility of members of the uniformed services for early retirement pay.","False","False",116,"National Guard and Reserves Retirement Pay Parity Act","Armed Forces and National Security","hr","hr2954-116"
"hr2958-116","2019-01-23 00:05:00","To increase the recruitment and retention of school-based mental health services providers by low-income local educational agencies.","False","False",116,"Increasing Access to Mental Health in Schools Act","Education","hr","hr2958-116"
"hr2964-116","2019-01-23 00:05:00","To amend the Internal Revenue Code of 1986 to include foster care transition youth as members of targeted groups for purposes of the work opportunity credit.","False","False",116,"Improved Employment Outcomes for Foster Youth Act of 2019","Taxation","hr","hr2964-116"
"hr2965-116","2019-01-23 00:05:00","To amend the Internal Revenue Code of 1986 to provide for a refundable adoption tax credit.","False","False",116,"Adoption Tax Credit Refundability Act of 2019","Taxation","hr","hr2965-116"
"hr2966-116","2019-01-23 00:05:00","To amend the Higher Education Act of 1965 to provide formula grants to States to improve higher education opportunities for foster youth and homeless youth, and for other purposes.","False","False",116,"Fostering Success in Higher Education Act of 2019","Education","hr","hr2966-116"
"hr2967-116","2019-01-23 00:05:00","To provide greater support for grandfamilies and older caretaker relatives.","False","False",116,"Grandfamilies Act of 2019","","hr","hr2967-116"
"hr2969-116","2019-01-23 00:05:00","To designate the facility of the United States Postal Service located at 1401 1st Street North in Winter Haven, Florida, as the ""Althea Margaret Daily Mills Post Office Building"".","False","False",116,"To designate the facility of the United States Postal Service located at 1401 1st Street North in Winter Haven, Florida, as the ""Althea Margaret Daily Mills Post Office Building"".","Government Operations and Politics","hr","hr2969-116"
"hr2971-116","2019-01-23 00:05:00","To amend the Internal Revenue Code of 1986 to increase and expand the deduction for qualified business income.","False","False",116,"Freedom for Small Businesses Act of 2019","Taxation","hr","hr2971-116"
"hr2974-116","2019-01-23 00:05:00","To improve the financial literacy of secondary school students.","False","False",116,"Youth Financial Learning Act","Education","hr","hr2974-116"
"hr2975-116","2019-01-23 00:05:00","To protect a woman's ability to determine whether and when to bear a child or end a pregnancy, and to protect a health care provider's ability to provide reproductive health care services, including abortion services.","False","False",116,"Women's Health Protection Act of 2019","Health","hr","hr2975-116"
"hr2976-116","2019-01-23 00:05:00","To amend the Internal Revenue Code of 1986 to provide authority to postpone certain deadlines by reason of State-declared disasters or emergencies.","False","False",116,"Filing Relief for Natural Disasters Act","Taxation","hr","hr2976-116"
"hr2977-116","2019-01-23 00:05:00","To amend the Federal Election Campaign Act of 1971 to provide for additional disclosure requirements for corporations, labor organizations, Super PACs and other entities, and for other purposes.","False","False",116,"DISCLOSE Act of 2019","Government Operations and Politics","hr","hr2977-116"
"hr2981-116","2019-01-23 00:05:00","To establish a pilot program at the Small Business Administration that grants awards to historically Black colleges and universities establishing an entrepreneurship curriculum and placement of a Small Business Development Center on the physical campus of the institution, and for other purposes.","False","False",116,"Parren Mitchell Minority Business Education and Empowerment Act of 2019","Education","hr","hr2981-116"
"hr2983-116","2019-01-23 00:05:00","To provide for the establishment of the United States Employee Ownership Bank, and for other purposes.","False","False",116,"United States Employee Ownership Bank Act","Finance and Financial Sector","hr","hr2983-116"
"hr2984-116","2019-01-23 00:05:00","To provide whistleblower protections to certain workers in the offshore oil and gas industry.","False","False",116,"Offshore Oil and Gas Worker Whistleblower Protection Act of 2019","Labor and Employment","hr","hr2984-116"
"hr2985-116","2019-01-23 00:05:00","To amend the Internal Revenue Code of 1986 to clarify that payment of taxes on deferred foreign income in installments shall not prevent credit or refund of overpayments or increase estimated taxes.","False","False",116,"To amend the Internal Revenue Code of 1986 to clarify that payment of taxes on deferred foreign income in installments shall not prevent credit or refund of overpayments or increase estimated taxes.","Taxation","hr","hr2985-116"
"hr2987-116","2019-01-23 00:05:00","To amend the National Security Act of 1947 to require the appointment by the President of the Assistant to the President for National Security Affairs to be made by and with the advice and consent of the Senate.","False","False",116,"National Security Accountability Act","Armed Forces and National Security","hr","hr2987-116"
"hr2990-116","2019-01-23 00:05:00","To amend title XVIII of the Social Security Act to permit States to designate without any mileage limitations facilities that are located in rural areas as critical access hospitals, and for other purposes.","False","False",116,"Rural Health Care Access Act of 2019","Health","hr","hr2990-116"
"hr2991-116","2019-01-23 00:05:00","To restore protections for Social Security, Railroad retirement, and Black Lung benefits from administrative offset.","False","False",116,"Protection of Social Security Benefits Restoration Act","Labor and Employment","hr","hr2991-116"
"hr2992-116","2019-01-23 00:05:00","To amend the National Labor Relations Act to permit employers to pay higher wages to their employees.","False","False",116,"RAISE Act","Labor and Employment","hr","hr2992-116"
"hr2993-116","2019-01-23 00:05:00","To amend the Internal Revenue Code of 1986 to extend and modify the section 45 credit for refined coal from steel industry fuel, and for other purposes.","False","False",116,"Steel Industry Preservation Act","Taxation","hr","hr2993-116"
"hr2995-116","2019-01-23 00:05:00","To amend the Nuclear Waste Policy Act of 1982 to prioritize the acceptance of high-level radioactive waste or spent nuclear fuel from certain civilian nuclear power reactors, and for other purposes.","False","False",116,"Spent Fuel Prioritization Act of 2019","Energy","hr","hr2995-116"
"hr2996-116","2019-01-23 00:05:00","To amend the Bipartisan Congressional Trade Priorities and Accountability Act of 2015 with respect to the protection of human rights and labor standards, and for other purposes.","False","False",116,"Labor, Human, and Civil Rights Trade Policy Act","Foreign Trade and International Finance","hr","hr2996-116"
"hr2999-116","2019-01-23 00:05:00","To provide for rental assistance for homeless or at-risk Indian veterans, and for other purposes.","False","False",116,"Tribal HUD-VASH Act of 2019","","hr","hr2999-116"
"hr3002-116","2019-01-23 00:05:00","To provide for the carriage of certain television broadcast stations, and for other purposes.","False","False",116,"To provide for the carriage of certain television broadcast stations, and for other purposes.","Science, Technology, Communications","hr","hr3002-116"
"hr3003-116","2019-01-23 00:05:00","To amend the Public Health Service Act to increase the maximum limit on the number of special masters allowed in the United States Court of Federal Claims, and for other purposes.","False","False",116,"National Vaccine Injury Compensation Program Improvement Act of 2019","Health","hr","hr3003-116"
"hr3004-116","2019-01-23 00:05:00","To amend the Federal Election Campaign Act of 1971 to prohibit criminal corporations from making disbursements of funds in connection with a campaign for election for Federal, State, or local office.","False","False",116,"Protect Democracy From Criminal Corporations Act","Government Operations and Politics","hr","hr3004-116"
"hr3005-116","2019-01-23 00:05:00","To designate the facility of the United States Postal Service located at 13308 Midland Road in Poway, California, as the ""Ray Chavez Post Office Building"".","False","False",116,"To designate the facility of the United States Postal Service located at 13308 Midland Road in Poway, California, as the ""Ray Chavez Post Office Building"".","Government Operations and Politics","hr","hr3005-116"
"hr3006-116","2019-01-23 00:05:00","To impose an annual deadline of June 1 for small refineries to submit petitions for exemptions from the renewable fuel requirements under section 211(o) of the Clean Air Act (42 U.S.C. 7545(o)) based on disproportionate economic hardship.","False","False",116,"Renewable Fuel Standard Integrity Act of 2019","Energy","hr","hr3006-116"
"hr3007-116","2019-01-23 00:05:00","To establish an Employee Ownership and Participation Initiative, and for other purposes.","False","False",116,"WORK Act","Labor and Employment","hr","hr3007-116"
"hr3010-116","2019-01-23 00:05:00","To amend title 38, United States Code, to establish a mission statement of the Department of Veterans Affairs.","False","False",116,"Honoring All Veterans Act","Armed Forces and National Security","hr","hr3010-116"
"hr3013-116","2019-01-23 00:05:00","To direct Federal departments and agencies to verify eligibility for Federal benefits for individuals 105 years of age or older, and for other purposes.","False","False",116,"To direct Federal departments and agencies to verify eligibility for Federal benefits for individuals 105 years of age or older, and for other purposes.","Government Operations and Politics","hr","hr3013-116"
"hr3015-116","2019-01-23 00:05:00","To amend title 10, United States Code, to enhance the prevention of sexual assault and related offenses in the Armed Forces, to enhance protections of victims of such offenses, to improve the investigation and prosecution of such offenses, and for other purposes.","False","False",116,"Combating Military Sexual Assault Act","Armed Forces and National Security","hr","hr3015-116"
"hr3016-116","2019-01-23 00:05:00","To amend the Public Health Service Act to provide for and support liver illness visibility, education, and research, and for other purposes.","False","False",116,"Liver Illness Visibility, Education, and Research Act of 2019","Health","hr","hr3016-116"
"hr3017-116","2019-01-23 00:05:00","To amend parts B and E of title IV of the Social Security Act to provide resources to implement the programmatic changes necessary to meet the requirements of the Family First Prevention Services Act, and for other purposes.","False","False",116,"Family First Transition Assistance Act of 2019","Social Welfare","hr","hr3017-116"
"hr3019-116","2019-01-23 00:05:00","To require that Federal agencies only procure cut flowers and cut greens produced in the United States, and for other purposes.","False","False",116,"American Grown Act","Government Operations and Politics","hr","hr3019-116"
"hr3021-116","2019-01-24 00:05:00","To amend title XVIII of the Social Security Act to restructure the payment adjustment for non-emergency ESRD ambulance transports under the Medicare program.","False","False",116,"NEATSA Act","Health","hr","hr3021-116"
"hr3024-116","2019-01-24 00:05:00","To prevent the breakup of families receiving certain Federal housing assistance, and for other purposes.","False","False",116,"Families Under One Roof Act of 2019","Housing and Community Development","hr","hr3024-116"
"hr3025-116","2019-01-24 00:05:00","To direct the Architect of the Capitol to display the POW/MIA flag outside of the entrance of the office of each Member of Congress, and for other purposes.","False","False",116,"You Are Not Forgotten Act","Congress","hr","hr3025-116"
"hr3026-116","2019-01-24 00:05:00","To require that a College Scorecard be maintained for each institution of higher education that participates in programs under title IV of the Higher Education Act of 1965, and for other purposes.","False","False",116,"The College Data Access Act","Education","hr","hr3026-116"
