_active,_id,_introduced,_official_title,_passed_house,_passed_senate,_session,_short_title,_top_subject,_type
False,hr1102-116,2019-01-07 00:02:00,"To assess and mitigate threats posed by Russian-Venezuelan cooperation, and for other purposes.",False,False,116,Russian-Venezuelan Threat Mitigation Act,International Affairs,hr
False,hr1103-116,2019-01-07 00:02:00,"To amend the market name of genetically altered salmon in the United States, and for other purposes.",False,False,116,Genetically Engineered Salmon Labeling Act,Health,hr
False,hr1104-116,2019-01-07 00:02:00,"To amend the Federal Food, Drug, and Cosmetic Act to require labeling of genetically engineered fish.",False,False,116,"To amend the Federal Food, Drug, and Cosmetic Act to require labeling of genetically engineered fish.",Agriculture and Food,hr
False,hr1105-116,2019-01-07 00:02:00,"To prevent the escapement of genetically altered salmon in the United States, and for other purposes.",False,False,116,Prevention of Escapement of Genetically Altered Salmon in the United States Act,Commerce,hr
False,hr1106-116,2019-01-07 00:02:00,"To amend the Immigration and Nationality Act to provide that individuals who naturalized under title III of that Act, who are affiliated with a criminal gang, are subject to revocation of citizenship, and for other purposes.",False,False,116,Protecting Our Communities from Gang Violence Act of 2019,Immigration,hr
False,hr1107-116,2019-01-07 00:02:00,"For the relief of Judge Neringa Venckiene, who the Government of Lithuania seeks on charges related to her pursuit of justice against Lithuanian public officials accused of sexually molesting her young niece.",False,False,116,Give Judge Venckiene Her Day in Court Act,,hr
True,hr1108-116,2019-01-08 00:02:00,"To provide for funding from the Airport and Airway Trust Fund for all Federal Aviation Administration activities in the event of a Government shutdown, and for other purposes.",False,False,116,Aviation Funding Stability Act of 2019,Transportation and Public Works,hr
False,hr1109-116,2019-01-08 00:02:00,To amend the Public Health Service Act to revise and extend projects relating to children and to provide access to school-based comprehensive mental health programs.,False,False,116,Mental Health Services for Students Act of 2019,Health,hr
False,hr1110-116,2019-01-08 00:02:00,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to include an additional permissible use of amounts provided as grants under the Byrne JAG program, and for other purposes.",False,False,116,Empowering Law Enforcement to Fight Sex Trafficking Demand Act of 2019,Crime and Law Enforcement,hr
False,hr1111-116,2019-01-08 00:02:00,"To establish a Department of Peacebuilding, and for other purposes.",False,False,116,Department of Peacebuilding Act of 2019,Government Operations and Politics,hr
True,hr1112-116,2019-01-08 00:02:00,"To amend chapter 44 of title 18, United States Code, to strengthen the background check procedures to be followed before a Federal firearms licensee may transfer a firearm to a person who is not such a licensee.",True,False,116,Enhanced Background Checks Act of 2019,Crime and Law Enforcement,hr
False,hr1113-116,2019-01-08 00:02:00,To appropriately limit the impact of the presence of large Federal installations in the delineation of core based statistical areas.,False,False,116,Statistical Area Fairness Act of 2019,Government Operations and Politics,hr
False,hr1114-116,2019-01-08 00:02:00,To require the Surgeon General of the Public Health Service to submit to Congress an annual report on the effects of gun violence on public health.,False,False,116,To require the Surgeon General of the Public Health Service to submit to Congress an annual report on the effects of gun violence on public health.,Health,hr
False,hr1115-116,2019-01-08 00:02:00,"To amend the Consumer Product Safety Act to remove the exclusion of pistols, revolvers, and other firearms from the definition of consumer product in order to permit the issuance of safety standards for such articles by the Consumer Product Safety Commission.",False,False,116,Firearm Safety Act of 2019,Commerce,hr
False,hr1116-116,2019-01-08 00:02:00,"To amend chapter 44 of title 18, United States Code, to prohibit the sale or other disposition of a firearm to, and the possession, shipment, transportation, or receipt of a firearm by, certain classes of high-risk individuals.",False,False,116,Keeping Guns from High-Risk Individuals Act,Crime and Law Enforcement,hr
False,hr1117-116,2019-01-08 00:02:00,To clarify that individuals excepted from furlough and paid unemployment compensation on the basis of Federal service during any lapse in appropriations occurring in fiscal year 2019 are deemed eligible for such compensation.,False,False,116,Shutdown Fairness Act of 2019,Government Operations and Politics,hr
False,hr1118-116,2019-01-08 00:02:00,To amend the Internal Revenue Code of 1986 to allow deductions and credits relating to expenditures in connection with marijuana sales conducted in compliance with State law.,False,False,116,Small Business Tax Equity Act of 2019,Taxation,hr
True,hr1119-116,2019-01-08 00:02:00,"To amend the Controlled Substances Act to reduce the gap between Federal and State marijuana policy, and for other purposes.",False,False,116,Responsibly Addressing the Marijuana Policy Gap Act of 2019,Crime and Law Enforcement,hr
True,hr1120-116,2019-01-08 00:02:00,"To amend the Internal Revenue Code of 1986 to provide for the taxation and regulation of marijuana products, and for other purposes.",False,False,116,Marijuana Revenue and Regulation Act,Taxation,hr
False,hr1121-116,2019-01-08 00:02:00,"To amend title III of the Social Security Act to permit States to conduct substance abuse risk assessments and targeted drug testing as a condition for the receipt of unemployment benefits, and for other purposes.",False,False,116,Ensuring Quality in the Unemployment Insurance Program (EQUIP) Act,Labor and Employment,hr
True,hr1122-116,2019-01-08 00:02:00,To authorize the Secretary of Housing and Urban Development to carry out a housing choice voucher mobility demonstration to encourage families receiving such voucher assistance to move to lower-poverty areas and expand access to opportunity areas.,True,False,116,Housing Choice Voucher Mobility Demonstration Act of 2019,Housing and Community Development,hr
False,hr1123-116,2019-01-08 00:02:00,"To amend title 28, United States Code, to modify the composition of the eastern judicial district of Arkansas, and for other purposes.",False,False,116,Divisional Realignment for the Eastern District of Arkansas Act of 2019,Law,hr
False,hr1124-116,2019-01-08 00:02:00,"To amend title 31, United States Code, to provide for continuing appropriations in the absence of regular appropriations, and for other purposes.",False,False,116,Preventing Future Shutdowns Act of 2019,Economics and Public Finance,hr
False,hr1125-116,2019-01-08 00:02:00,"To direct the Secretary of Veterans Affairs to carry out a pilot program on physical security at Department of Veterans Affairs medical facilities, to direct the Secretary to make certain improvements relating to inspections of Department of Veterans Affairs medical facilities and improving care for women, and for other purposes.",False,False,116,Accountability for Quality VA Healthcare Act,Armed Forces and National Security,hr
True,hr1126-116,2019-01-08 00:02:00,"To amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to provide inscriptions for spouses and children on certain headstones and markers furnished by the Secretary.",False,False,116,Honoring Veterans' Families Act,Armed Forces and National Security,hr
False,hr1127-116,2019-01-08 00:02:00,To posthumously award a Congressional gold medal to Mahatma Gandhi in recognition of his contributions to the Nation by the promotion of nonviolence.,False,False,116,To posthumously award a Congressional gold medal to Mahatma Gandhi in recognition of his contributions to the Nation by the promotion of nonviolence.,"Civil Rights and Liberties, Minority Issues",hr
True,hr1128-116,2019-01-08 00:02:00,"To provide advance appropriations authority for certain accounts of the Bureau of Indian Affairs and Bureau of Indian Education of the Department of the Interior and the Indian Health Service of the Department of Health and Human Services, and for other purposes.",False,False,116,Indian Programs Advanced Appropriations Act,Native Americans,hr
False,hr1129-116,2019-01-08 00:02:00,To ensure labor organization transparency and accountability.,False,False,116,Union Transparency and Accountability Act,Labor and Employment,hr
True,hr1130-116,2019-01-08 00:02:00,"To conduct a special resource study of Fort Pillow Historic State Park in Henning, Tennessee, and for other purposes.",False,False,116,Fort Pillow National Battlefield Park Study Act,Public Lands and Natural Resources,hr
False,hr1131-116,2019-01-08 00:02:00,"To amend the Public Health Service Act to provide for the expansion, intensification, and coordination of the programs and activities of the National Institutes of Health with respect to Tourette syndrome.",False,False,116,Collaborative Academic Research Efforts for Tourette Syndrome Act of 2019,Health,hr
True,hr1132-116,2019-01-08 00:02:00,To amend the Federal Water Pollution Control Act to establish a grant program to support the restoration of San Francisco Bay.,False,False,116,San Francisco Bay Restoration Act,Environmental Protection,hr
False,hr1133-116,2019-01-08 00:02:00,"To amend title 38, United States Code, to modify authorities relating to the collective bargaining of employees in the Veterans Health Administration.",False,False,116,VA Employee Fairness Act of 2019,Armed Forces and National Security,hr
False,hr1134-116,2019-01-08 00:02:00,"To amend the Arms Export Control Act to prohibit the removal of certain items under category I, II, or III of the United States Munitions List.",False,False,116,Prevent Crime and Terrorism Act of 2019,International Affairs,hr
True,hr1135-116,2019-01-08 00:02:00,"To amend the Indian Health Care Improvement Act to authorize advance appropriations for the Indian Health Service by providing 2-fiscal-year budget authority, and for other purposes.",False,False,116,Indian Health Service Advance Appropriations Act of 2019,Native Americans,hr
False,hr1136-116,2019-01-08 00:02:00,"For the relief of Roberto Luis Dunoyer Mejia, Consuelo Cardona Molina, Camilo Dunoyer Cardona, and Pablo Dunoyer Cardona.",False,False,116,"For the relief of Roberto Luis Dunoyer Mejia, Consuelo Cardona Molina, Camilo Dunoyer Cardona, and Pablo Dunoyer Cardona.",,hr
False,hr1137-116,2019-01-11 00:02:00,To amend the Water Resources Development Act of 1986 to repeal the authority relating to reprogramming during national emergencies.,False,False,116,To amend the Water Resources Development Act of 1986 to repeal the authority relating to reprogramming during national emergencies.,Water Resources Development,hr
True,hr1138-116,2019-01-11 00:02:00,"To reauthorize the West Valley demonstration project, and for other purposes.",True,False,116,"To reauthorize the West Valley demonstration project, and for other purposes.",Energy,hr
False,hr1139-116,2019-01-11 00:02:00,"To amend title 49, United States Code, to require the development of public transportation operations safety risk reduction programs, and for other purposes.",False,False,116,Transit Worker and Pedestrian Protection Act,Transportation and Public Works,hr
False,hr1140-116,2019-01-11 00:02:00,"To enhance the security operations of the Transportation Security Administration and stability of the transportation security workforce by applying the personnel system under title 5, United States Code, to employees of the Transportation Security Administration who provide screening of all passengers and property, and for other purposes.",False,False,116,Rights for Transportation Security Officers Act of 2019,Transportation and Public Works,hr
False,hr1141-116,2019-01-11 00:02:00,To make technical corrections to the Guam World War II Claims Fund.,False,False,116,To make technical corrections to the Guam World War II Claims Fund.,Law,hr
False,hr1142-116,2019-01-11 00:02:00,To amend the Internal Revenue Code of 1986 to repeal the dollar limitation on the deduction for State and local taxes and restore the 39.6 percent individual income tax rate bracket.,False,False,116,SALT Act,Taxation,hr
False,hr1143-116,2019-01-11 00:02:00,"To amend title XXVII of the Public Health Service Act to require a health insurance issuer offering short-term limited duration insurance to include a standardized disclosure and certain information with respect to coverage exclusions and premium variations in marketing, application, and enrollment materials distributed in connection with such insurance and prohibiting the sale of such insurance during certain periods.",False,False,116,Educating Consumers on the Risks of Short-Term Plans Act of 2019,Health,hr
False,hr1144-116,2019-01-11 00:02:00,"To prohibit the use of funds during a lapse in appropriations to support congressional delegations, and for other purposes.",False,False,116,No CODELs During Shutdowns Act,Congress,hr
False,hr1145-116,2019-01-11 00:02:00,"To amend title 18, United States Code, to prohibit former Members and elected officers of Congress from lobbying Congress at any time after leaving office.",False,False,116,BLAST Act,Crime and Law Enforcement,hr
True,hr1146-116,2019-01-11 00:02:00,"To amend Public Law 115-97 (commonly known as the Tax Cuts and Jobs Act) to repeal the Arctic National Wildlife Refuge oil and gas program, and for other purposes.",True,False,116,Arctic Cultural and Coastal Plain Protection Act,Public Lands and Natural Resources,hr
False,hr1147-116,2019-01-11 00:02:00,"To establish the Appalachian Forest National Heritage Area, and for other purposes.",False,False,116,Appalachian Forest National Heritage Area Act of 2019,Public Lands and Natural Resources,hr
False,hr1148-116,2019-01-11 00:02:00,To provide for disaster tax relief.,False,False,116,2018 Natural Disasters Tax Relief Act,Taxation,hr
True,hr1149-116,2019-01-11 00:02:00,"To prohibit the Department of the Interior from issuing certain geological and geophysical exploration permits under the Outer Continental Shelf Lands Act, and for other purposes.",False,False,116,Atlantic Coastal Economies Protection Act,Energy,hr
False,hr1150-116,2019-01-11 00:02:00,For the relief of Enrique Soriano and Areli Soriano.,False,False,116,For the relief of Enrique Soriano and Areli Soriano.,,hr
True,hr1151-116,2019-01-12 00:02:00,"To allow veterans to use, possess, or transport medical marijuana and to discuss the use of medical marijuana with a physician of the Department of Veterans Affairs as authorized by a State or Indian Tribe, and for other purposes.",False,False,116,Veterans Medical Marijuana Safe Harbor Act,Armed Forces and National Security,hr
False,hr1152-116,2019-01-12 00:02:00,"To require the Administrator of the Environmental Protection Agency to revise certain ethylene oxide emissions standards under the Clean Air Act, and for other purposes.",False,False,116,"To require the Administrator of the Environmental Protection Agency to revise certain ethylene oxide emissions standards under the Clean Air Act, and for other purposes.",Environmental Protection,hr
False,hr1153-116,2019-01-13 00:02:00,To amend the Higher Education Act of 1965 to direct the Secretary of Education to award institutions of higher education grants for teaching English learners.,False,False,116,Reaching English Learners Act,Education,hr
False,hr1154-116,2019-01-13 00:02:00,"To provide collective bargaining rights for public safety officers employed by States or their political subdivisions, and for other purposes.",False,False,116,Public Safety Employer-Employee Cooperation Act,Labor and Employment,hr
False,hr1155-116,2019-01-13 00:02:00,"To amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from conducting medical research causing significant pain or distress to dogs.",False,False,116,PUPPERS Act of 2019,Armed Forces and National Security,hr
False,hr1156-116,2019-01-13 00:02:00,"To amend title 18, United States Code, to improve the Law Enforcement Officer Safety Act and provisions relating to the carrying of concealed weapons by law enforcement officers, and for other purposes.",False,False,116,LEOSA Reform Act,Crime and Law Enforcement,hr
False,hr1157-116,2019-01-13 00:02:00,"To amend the Horse Protection Act to provide increased protection for horses participating in shows, exhibitions, or sales, and for other purposes.",False,False,116,Horse Protection Amendments Act,Animals,hr
True,hr1158-116,2019-01-13 00:02:00,"To authorize cyber incident response teams at the Department of Homeland Security, and for other purposes.",True,True,116,DHS Cyber Hunt and Incident Response Teams Act of 2019,"Science, Technology, Communications",hr
True,hr1159-116,2019-01-13 00:02:00,"To encourage the research and use of innovative materials and associated techniques in the construction and preservation of the domestic transportation and water infrastructure system, and for other purposes.",False,False,116,IMAGINE Act,Transportation and Public Works,hr
False,hr1160-116,2019-01-13 00:02:00,"To amend the Wild and Scenic Rivers Act to designate segments of the Molalla River in the State of Oregon as components of the National Wild and Scenic Rivers System, and for other purposes.",False,False,116,Molalla River Wild and Scenic Rivers Act,Public Lands and Natural Resources,hr
False,hr1161-116,2019-01-13 00:02:00,"To amend the Higher Education Act of 1965 to direct the Secretary of Education to develop a plain language disclosure form for borrowers of Federal student loans, and for other purposes.",False,False,116,Student Loan Disclosure Modernization Act,Education,hr
True,hr1162-116,2019-01-13 00:02:00,"To establish a grant program for the funding of water recycling and reuse projects, and for other purposes.",False,False,116,Water Recycling Investment and Improvement Act,Water Resources Development,hr
True,hr1163-116,2019-01-13 00:02:00,"To amend title 38, United States Code, to provide for the non-applicability of non-Department of Veterans Affairs covenants not to compete to the appointment of certain Veterans Health Administration personnel, to permit the Veterans Health Administration to make contingent appointments, and to require certain Veterans Health Administration physicians to complete residency training.",False,False,116,VA Hiring Enhancement Act,Armed Forces and National Security,hr
False,hr1164-116,2019-01-13 00:02:00,"To direct the Director of the Administrative Office of the United States Courts to consolidate the Case Management/Electronic Case Files system, and for other purposes.",False,False,116,Electronic Court Records Reform Act of 2019,Law,hr
False,hr1165-116,2019-01-13 00:02:00,"To modernize the National Air Toxics Assessment, the Integrated Risk Information System, and the Agency for Toxic Substances and Disease Registry, and for other purposes.",False,False,116,ETO is Toxic Act,Environmental Protection,hr
True,hr1166-116,2019-01-13 00:02:00,"To support carbon dioxide utilization and direct air capture research, to facilitate the permitting and development of carbon capture, utilization, and sequestration projects and carbon dioxide pipelines, and for other purposes.",False,False,116,USE IT Act,Environmental Protection,hr
False,hr1167-116,2019-01-13 00:02:00,"To create a zero interest loan program for Federal and District of Columbia employees furloughed or excepted from such furlough during a lapse in Federal appropriations, and for other purposes.",False,False,116,"To create a zero interest loan program for Federal and District of Columbia employees furloughed or excepted from such furlough during a lapse in Federal appropriations, and for other purposes.",Finance and Financial Sector,hr
True,hr1168-116,2019-01-13 00:02:00,"To advance STEM education, provide for improved worker training, retention, and advancement, and for other purposes.",False,False,116,WORKER Act,Labor and Employment,hr
False,hr1169-116,2019-01-13 00:02:00,"To provide for the adjustment of status of certain nationals of Liberia to that of lawful permanent residents, and for other purposes.",False,False,116,Liberian Refugee Immigration Fairness Act of 2019,Immigration,hr
True,hr1170-116,2019-01-13 00:02:00,To enhance Social Security benefits and ensure the long-term solvency of the Social Security program.,False,False,116,Social Security Expansion Act,Social Welfare,hr
False,hr1171-116,2019-01-13 00:02:00,"To amend title 49, United States Code, to ensure that revenues collected from passengers as aviation security fees are used to help finance the costs of aviation security screening by repealing a requirement that a portion of such fees be credited as offsetting receipts and deposited in the general fund of the Treasury.",False,False,116,FASTER Act,Transportation and Public Works,hr
False,hr1172-116,2019-01-13 00:02:00,"To amend title 31, United States Code, to provide for automatic continuing appropriations, to withhold the pay of the President and Members of Congress during any period in which such automatic continuing appropriations are in effect, and for other purposes.",False,False,116,Ensure Washington Funds Government Responsibly Act,Economics and Public Finance,hr
False,hr1173-116,2019-01-13 00:02:00,To require that $1 coins issued during 2019 honor President George H.W. Bush and to direct the Secretary of the Treasury to issue bullion coins during 2019 in honor of Barbara Bush.,False,False,116,President George H.W. Bush and Barbara Bush Dollar Coin Act,Finance and Financial Sector,hr
False,hr1174-116,2019-01-13 00:02:00,"To amend chapter 81 of title 5, United States Code, to create a presumption that a disability or death of a Federal employee in fire protection activities caused by any of certain diseases is the result of the performance of such employee's duty, and for other purposes.",False,False,116,Federal Firefighters Fairness Act of 2019,Government Operations and Politics,hr
False,hr1175-116,2019-01-13 00:02:00,To amend the Internal Revenue Code of 1986 to reform taxation of alcoholic beverages.,False,False,116,Craft Beverage Modernization and Tax Reform Act of 2019,Taxation,hr
False,hr1176-116,2019-01-13 00:02:00,To repeal the restriction on the use of funds by the Securities and Exchange Commission to ensure that shareholders of corporations have knowledge of corporation political activity.,False,False,116,Transparency in Corporate Political Spending Act,Finance and Financial Sector,hr
False,hr1177-116,2019-01-13 00:02:00,"To provide for continuing appropriations in the event of a lapse in appropriations under the normal appropriations process, other than for the legislative branch and the Executive Office of the President.",False,False,116,Stop the Shutdowns Transferring Unnecessary Pain and Inflicting Damage In The coming Years Act,Economics and Public Finance,hr
False,hr1178-116,2019-01-13 00:02:00,"To amend title 31, United States Code, to provide for automatic continuing appropriations, to withhold the pay of Members of Congress during any period in which such automatic continuing appropriations are in effect, to prohibit the use of funds for the official travel of Members of Congress during any period in which such automatic continuing appropriations are in effect, and for other purposes.",False,False,116,Deadline Enforcement Act,Economics and Public Finance,hr
True,hr1179-116,2019-01-13 00:02:00,"To amend title 54, United States Code, to establish within the National Park Service the African-American Burial Grounds Network, and for other purposes.",False,False,116,African-American Burial Grounds Network Act,Public Lands and Natural Resources,hr
False,hr1180-116,2019-01-13 00:02:00,"To provide for a period of continuing appropriations in the event of a lapse in appropriations under the normal appropriations process, and to prohibit consideration of other matters in the House of Representatives if appropriations are not enacted.",False,False,116,End Shutdowns Act,Economics and Public Finance,hr
False,hr1181-116,2019-01-13 00:02:00,"To require certain individuals employed by the Federal Government to give 30 days written notice to the Committees on Appropriations of the House of Representatives and the Senate for certain obligations or expenditures over $5,000 to furnish or redecorate the office of such individual, and for other purposes.",False,False,116,Reining in Irresponsible Decorating Expenses Act,Government Operations and Politics,hr
False,hr1182-116,2019-01-13 00:02:00,"To amend title 38, United States Code, to ensure access to acupuncturist services through the Department of Veterans Affairs.",False,False,116,Acupuncture for Our Heroes Act,Armed Forces and National Security,hr
True,hr1183-116,2019-01-13 00:02:00,"To amend title 10, United States Code, to ensure access to qualified acupuncturist services for military members and military dependents, to amend title 38, United States Code, to ensure access to acupuncturist services through the Department of Veterans Affairs, to amend title XVIII of the Social Security Act to provide for coverage of qualified acupuncturist services under the Medicare program; to amend the Public Health Service Act to authorize the appointment of qualified acupuncturists as officers in the commissioned Regular Corps and the Ready Reserve Corps of the Public Health Service, and for other purposes.",False,False,116,Acupuncture for Heroes and Seniors Act of 2019,Armed Forces and National Security,hr
True,hr1184-116,2019-01-13 00:02:00,"To establish an Every Kid Outdoors program, and for other purposes.",False,False,116,Every Kid Outdoors Act,Public Lands and Natural Resources,hr
False,hr1185-116,2019-01-13 00:02:00,"To provide paid family and medical leave benefits to certain individuals, and for other purposes.",False,False,116,FAMILY Act,Labor and Employment,hr
True,hr1186-116,2019-01-13 00:02:00,To regulate large capacity ammunition feeding devices.,False,False,116,Keep Americans Safe Act,Crime and Law Enforcement,hr
False,hr1187-116,2019-01-13 00:02:00,"To amend the Intelligence Reform and Terrorism Prevention Act of 2004 to require congressional notification if relatives or financial associates of the President are granted security clearances contrary to the advice or recommendation of a background investigation or determination of an adjudicating agency, and for other purposes.",False,False,116,JARED Security Clearance Act of 2019,Armed Forces and National Security,hr
False,hr1188-116,2019-01-13 00:02:00,To shorten monopoly periods for prescription drugs that are the subjects of sudden price hikes.,False,False,116,FLAT Prices Act,Health,hr
False,hr1189-116,2019-01-13 00:02:00,"To repeal section 12616 of the Agriculture Improvement Act of 2018, and for other purposes.",False,False,116,"To repeal section 12616 of the Agriculture Improvement Act of 2018, and for other purposes.",Animals,hr
False,hr1190-116,2019-01-13 00:02:00,To prohibit an alien who is not in a lawful immigration status in the United States from being eligible for postsecondary education benefits that are not available to all citizens and nationals of the United States.,False,False,116,To prohibit an alien who is not in a lawful immigration status in the United States from being eligible for postsecondary education benefits that are not available to all citizens and nationals of the United States.,Immigration,hr
False,hr1191-116,2019-01-13 00:02:00,"To amend section 520E of the Public Health Service Act to require States and their designees receiving grants for development and implementation of statewide suicide early intervention and prevention strategies to collaborate with each Federally recognized Indian tribe, tribal organization, urban Indian organization, and Native Hawaiian health care system in the State.",False,False,116,Native American Suicide Prevention Act of 2019,Health,hr
False,hr1192-116,2019-01-13 00:02:00,To improve school safety.,False,False,116,Student and Teacher Safety Act of 2019,Education,hr
False,hr1193-116,2019-01-13 00:02:00,"To prohibit funds available for the United States Armed Forces to be obligated or expended for introduction of United States Armed Forces into hostilities, and for other purposes.",False,False,116,Reclamation of War Powers Act,Armed Forces and National Security,hr
False,hr1194-116,2019-01-13 00:02:00,To amend the Internal Revenue Code of 1986 to permit fellowship and stipend compensation to be saved in an individual retirement account.,False,False,116,Graduate Student Savings Act of 2019,Taxation,hr
False,hr1195-116,2019-01-13 00:02:00,"To amend title 5, United States Code, to include certain Federal positions within the definition of law enforcement officer for retirement purposes, and for other purposes.",False,False,116,Law Enforcement Officers Equity Act,Government Operations and Politics,hr
False,hr1196-116,2019-01-13 00:02:00,"To amend the Internal Revenue Code of 1986 to allow an increased work opportunity credit with respect to recent veterans, and for other purposes.",False,False,116,Jobs for Veterans Act of 2019,Taxation,hr
False,hr1197-116,2019-01-13 00:02:00,"To establish a pilot program to promote public-private partnerships among apprenticeships or other job training programs, local educational agencies, and community colleges, and for other purposes.",False,False,116,Youth Access to American Jobs Act of 2019,Labor and Employment,hr
True,hr1198-116,2019-01-13 00:02:00,"To designate the facility of the United States Postal Service located at 404 South Boulder Highway in Henderson, Nevada, as the ""Henderson Veterans Memorial Post Office Building"".",True,True,116,"To designate the facility of the United States Postal Service located at 404 South Boulder Highway in Henderson, Nevada, as the ""Henderson Veterans Memorial Post Office Building"".",Government Operations and Politics,hr
True,hr1199-116,2019-01-13 00:02:00,To direct the Secretary of Veterans Affairs to conduct a study regarding the accessibility of websites of the Department of Veterans Affairs to individuals with disabilities.,False,False,116,VA Website Accessibility Act of 2019,Armed Forces and National Security,hr
True,hr1200-116,2019-01-13 00:02:00,"To increase, effective as of December 1, 2019, the rates of compensation for veterans with service-connected disabilities and the rates of dependency and indemnity compensation for the survivors of certain disabled veterans, and for other purposes.",True,True,116,Veterans' Compensation Cost-of-Living Adjustment Act of 2019,Armed Forces and National Security,hr
False,hr1201-116,2019-01-13 00:02:00,"To direct Federal departments and agencies to perform certain functions to ensure that climate change-related impacts are fully considered in the development of national security doctrine, policies, and plans, and for other purposes.",False,False,116,Climate Change National Security Strategy Act of 2019,Environmental Protection,hr
False,hr1202-116,2019-01-13 00:02:00,To reauthorize the Blue Ridge National Heritage Area.,False,False,116,Blue Ridge National Heritage Area Reauthorization Act of 2019,Public Lands and Natural Resources,hr
False,hr1203-116,2019-01-13 00:02:00,"To strengthen and enhance the authority to discipline officers and employees of the Federal Government for violating the Anti-Deficiency Act, and for other purposes.",False,False,116,Anti-Deficiency Reform and Enforcement Act of 2019,Government Operations and Politics,hr
False,hr1204-116,2019-01-13 00:02:00,"To amend title 44, United States Code, to require the Administrator of the Office of Information and Regulatory Affairs to review regulations, and for other purposes Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled,.",False,False,116,"OIRA Insight, Reform, and Accountability Act",Government Operations and Politics,hr
False,hr1205-116,2019-01-13 00:02:00,To amend the Congressional Budget Act of 1974 to prohibit an adjournment for a period of more than 12 hours in the event of a lapse in appropriations.,False,False,116,Keep Congress Working Act,Congress,hr
False,hr1206-116,2019-01-13 00:02:00,"To amend the Immigration and Nationality Act to clarify that noncitizen nationals of the United States who are children of United States citizens are eligible for United States citizenship, and for other purposes.",False,False,116,"To amend the Immigration and Nationality Act to clarify that noncitizen nationals of the United States who are children of United States citizens are eligible for United States citizenship, and for other purposes.",Immigration,hr
False,hr1207-116,2019-01-13 00:02:00,"To amend the Immigration and Nationality Act to include United States nationals among the eligible employees of an EB-5 commercial enterprise, and for other purposes.",False,False,116,U.S. Nationals Employment Act of 2019,Immigration,hr
False,hr1208-116,2019-01-13 00:02:00,"To amend the Immigration and Nationality Act to waive certain requirements for naturalization for American Samoan United States nationals to become United States citizens, and for other purposes.",False,False,116,"To amend the Immigration and Nationality Act to waive certain requirements for naturalization for American Samoan United States nationals to become United States citizens, and for other purposes.",Immigration,hr
False,hr1209-116,2019-01-13 00:02:00,"To amend the Public Health Service Act to ensure that non-animal methods are prioritized, where applicable and feasible, in proposals for all research to be conducted or supported by the National Institutes of Health, and for other purposes.",False,False,116,HEARTS Act of 2019,Animals,hr
False,hr1210-116,2019-01-13 00:02:00,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to make reforms to the benefits for Public Service Officers, and for other purposes.",False,False,116,Heroes Lesley Zerebny and Gilbert Vega First Responders Survivors Support Act of 2019,Crime and Law Enforcement,hr
False,hr1211-116,2019-01-13 00:02:00,To amend the Ohio & Erie Canal National Heritage Canalway Act of 1996 to repeal the funding limitation.,False,False,116,To amend the Ohio & Erie Canal National Heritage Canalway Act of 1996 to repeal the funding limitation.,Public Lands and Natural Resources,hr
False,hr1212-116,2019-01-13 00:02:00,"To amend section 1126 of title 41, United States Code, to provide for an exception for failure to deliver goods or complete work due to a lapse in appropriations, and for other purposes.",False,False,116,Federal Contract Deadline Fairness Act,Government Operations and Politics,hr
False,hr1213-116,2019-01-13 00:02:00,To provide compensation for Federal contractors impacted by a lapse in appropriations.,False,False,116,Federal Contract Worker Fairness Act,Government Operations and Politics,hr
False,hr1214-116,2019-01-13 00:02:00,"To prohibit certain funds from being transferred or reprogrammed to plan, develop, or construct a new physical barrier along the Southwest border, and for other purposes.",False,False,116,Protecting Disaster Relief Funds Act of 2019,Immigration,hr
False,hr1215-116,2019-01-13 00:02:00,"To amend titles II and XVIII of the Social Security Act to establish a Social Security Surplus Protection Account in the Federal Old-Age and Survivors Insurance Trust Fund to hold the Social Security surplus and a Medicare Surplus Protection Account in the Federal Hospital Insurance Trust Fund to hold the Medicare surplus, to provide for suspension of investment of amounts held in such Accounts until enactment of legislation providing for investment of the Trust Funds in investment vehicles other than obligations of the United States, and to establish a Social Security and Medicare Part A Investment Commission to make recommendations for alternative forms of investment of the Social Security and Medicare surpluses.",False,False,116,Social Security and Medicare Lock-Box Act,Health,hr
False,hr1216-116,2019-01-13 00:02:00,"To revise the authorized route of the North Country National Scenic Trail in northeastern Minnesota and to extend the trail into Vermont to connect with the Appalachian National Scenic Trail, and for other purposes.",False,False,116,North Country National Scenic Trail Route Adjustment Act,Public Lands and Natural Resources,hr
False,hr1217-116,2019-01-13 00:02:00,To amend the National Voter Registration Act of 1993 to prohibit a State from registering an individual to vote in elections for Federal office held in the State unless the individual provides documentary proof that the individual is a citizen of the United States.,False,False,116,Ensuring American Voters Act of 2019,Government Operations and Politics,hr
True,hr1218-116,2019-01-13 00:02:00,"To establish the American Fisheries Advisory Committee to assist in the awarding of fisheries research and development grants, and for other purposes.",False,False,116,American Fisheries Advisory Committee Act,Public Lands and Natural Resources,hr
